class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp
dog_bark,0.0015965046040946618,2495.7322976400455,0.09276992509793282,0.7604042,6.441710525526037,103.99656,0.37413070040830176,72.79896
children_playing,0.0004607879873905061,2229.0691326319816,0.6204076052859993,3.7076478,0.14087758605297573,3.2323043,0.018037963114429196,3.848844
children_playing,0.00046987086142231103,1951.3679163332788,0.5478756618011824,4.2579823,0.11283581800616262,3.9037359,0.009319066329390746,1.0339388
children_playing,0.0012255324413738404,2652.528880776136,0.6525464085060968,3.7819307,0.16591492996932886,5.263039,0.02002158454102634,4.1776013
children_playing,0.00047073487303746133,2092.547407782006,0.5844173035202412,3.0504453,0.11146788979174112,2.077236,0.012622472421476056,2.087248
children_playing,0.00039929219594763495,1898.7304923915558,0.8157528409080671,5.9087586,0.11267031465187603,1.8712001,0.01003447117250836,0.9863655
children_playing,0.0005005965863887653,1889.187893399418,0.597203263382198,2.7944582,0.08474873623695772,1.7266449,0.007217605509860268,0.7330701
children_playing,0.0004854739053331761,1939.850836635963,0.6629946630672497,3.501312,0.09247397026651039,1.5521281,0.008011505675768684,0.69024014
children_playing,0.00029515790566633305,1746.2618978720084,0.704460224687844,4.6694703,0.09290066941398042,1.1681861,0.007988885682757954,1.4183179
air_conditioner,0.000724403247325111,3087.941999506346,12.000421486305665,53.4497,4.729555655557844,32.106094,0.7627884097202722,25.49718
air_conditioner,0.0006060278900237619,3037.8277035806827,12.380079811919426,52.022297,4.698650628598272,28.31848,0.7350053426258473,24.085464
air_conditioner,0.0006149738658796591,3088.9794311842265,13.836024251802677,57.581303,4.8901715673290305,29.276808,0.7998473306776479,30.10865
air_conditioner,0.0006099596871839215,3090.642799153532,13.555841313639412,59.260006,4.842400263818522,35.775597,0.7940813910822448,22.829073
air_conditioner,0.0004325132074671379,3042.1331818248746,12.29263363464533,52.8449,4.621078760129152,35.467514,0.7402238017065235,22.547482
