class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp
dog_bark,0.0002695020399047878,2303.2287380080256,0.4610956799832503,7.228287,2.4703723717350363,133.78145,0.15220717563943592,80.12883
dog_bark,0.00029219982881109586,2251.4673401656833,0.23042855222382164,4.947986,2.379512939396866,137.27934,0.13700885717093936,74.53641
dog_bark,0.00037034077769726865,2262.5655384970564,0.22115947485743243,1.7454928,2.2356821260447015,158.81389,0.11146323591531591,80.32075
dog_bark,0.00030017882245868786,2151.66125285666,0.22037125695555848,2.2689,2.535176973892348,209.99934,0.13239953049768965,79.559074
engine_idling,0.0001441421459605698,1622.5610106293511,35.7519335343138,256.4801,2.133191291941972,29.848955,0.19346532580638434,6.8387814
engine_idling,0.00014209945865318793,1600.9194598859015,36.14232810278842,258.07797,2.2132665331476575,31.057411,0.19429589535730687,6.7024245
siren,0.0005470062012149804,1938.5071163574698,1.189911993447467,7.5746436,3.4260562843680287,34.224766,0.13786419672138428,18.007267
siren,0.0005255110317206794,1947.3356177728572,1.2356195309079265,7.6375375,3.5799514409459077,52.036682,0.1447177914418716,17.916327
siren,0.0010724970720796105,1922.7448032122563,1.0299787653360504,4.4612856,1.8623918896623042,30.4013,0.053780356006019485,3.8642824
siren,0.0011914667945888326,1892.5130637109346,1.135050983766353,6.0269856,1.674282510204164,23.676716,0.04527602885467381,3.1049843
siren,0.001267447703740681,1885.201549939308,1.187112245241111,6.0715213,1.5339874921562122,20.340391,0.04011845922205177,3.1284945
siren,0.0014160938490944766,1922.1701901676633,1.1158036844807573,4.7719445,1.3587217986477642,20.241186,0.035610330788754696,3.013303
siren,0.002257258719697163,2085.703822441101,1.008681092900899,4.304428,1.1170957796156904,14.303947,0.032365349158164775,2.5906394
siren,0.0026635534418544366,2177.7244460517118,0.9006809425334179,3.3726387,0.9648675697691406,14.337888,0.02922129897465242,2.088155
siren,0.0005804027571170794,1977.4738441338652,1.1712493391409837,6.289006,3.4876756917219853,53.783638,0.13909524633328513,13.084554
siren,0.0005771401713254686,2005.343954084488,1.2895186715218723,6.1404266,3.6691879960075324,53.15644,0.15110648302141028,21.321136
siren,0.0005609464544829899,1990.1906503394064,1.378771222496601,6.186817,3.7127148666045877,52.537285,0.14775785312459846,21.755062
siren,0.0007089515059319177,2001.4506637446664,1.313148974043248,5.2300043,3.0495087349749954,36.87663,0.11582717958138977,16.990139
siren,0.0007414907753548545,1995.0605371544398,1.3090760773359933,6.358668,2.802485879533538,37.87386,0.10067538472958577,7.7313848
siren,0.0006616200874239017,2008.8840181695912,1.2761383387069993,6.116962,2.9625700618113404,35.40658,0.1030230049446594,7.9286637
siren,0.0007303596114439458,1997.428780216868,1.2055424551621314,6.166326,2.720173896208857,36.377888,0.09348868715242827,8.669343
siren,0.0009550466327050674,1951.0648206085823,1.1266421023043771,4.778783,2.20360963149267,30.992088,0.0709417649185731,8.463725
drilling,0.09111415096521476,6728.015002068422,0.7521160875550505,22.894588,1.921833669662033,19.709,0.7212317225837418,17.79825
drilling,0.10757275726249878,7064.535252228293,0.49952245525584776,10.662404,2.380497024016471,19.351448,0.8873241639878509,18.023027
drilling,0.079740785349636,6550.233830813903,0.2967911909724339,2.2946274,2.0168621247355953,16.516321,0.7292327904355598,29.656372
drilling,0.05784465436219297,5826.160188048858,0.48010078010339335,21.116488,1.210017239418307,14.16999,0.4001737964329013,28.886745
drilling,0.10223558370737319,7022.455918058801,0.3308154180723759,2.7253041,2.4539833926529098,16.337297,0.9154182824719739,18.19472
drilling,0.09913818561967383,6973.508503378119,0.3623404020137762,6.0686426,2.3833866883944723,17.260752,0.8950052429847865,16.970682
drilling,0.10365510473344872,7023.958925382176,0.37017199143809537,5.808998,2.2515240962411127,14.636886,0.8187150479203955,19.443682
drilling,0.10732700238796941,7054.6419033841685,0.34201342956067765,3.0493572,2.2157130844191713,14.497703,0.7944808827797614,19.335245
drilling,0.10615178739572777,6984.550584917607,0.34104067026337515,2.3078485,2.2523237467076713,13.517365,0.8022990919549996,17.159286
drilling,0.10192094960230146,6964.356243825922,0.32231241230600804,2.2878442,2.217567053991626,17.672064,0.8098420672795462,15.248137
drilling,0.0906207274962613,6763.954939067251,0.2818645922717067,2.3108404,2.023427308659392,16.056942,0.723153367823851,16.22302
drilling,0.0860998774680527,6711.221128597983,0.2750884067284656,1.8057101,2.0915575312513353,17.280107,0.7492613291522658,24.502031
engine_idling,3.351140735551955e-05,925.419700079433,18.82827911355236,67.79017,3.859985120513338,84.43295,0.0750172830886133,6.2344713
engine_idling,3.531369020009229e-05,933.5600468420402,17.688731352640048,54.80932,3.8833624414681753,80.32332,0.07405108930041741,5.4900193
engine_idling,3.4846634696108636e-05,903.4719132204061,15.837294954382187,50.896557,3.4596673779833393,64.75083,0.06025914990670586,3.5557392
engine_idling,3.235337214846368e-05,889.6299092091743,15.886075580335675,56.113667,3.5272752670656535,62.142696,0.059721030798013344,4.139144
engine_idling,3.30493262578223e-05,896.4031342850271,16.109870200451933,52.09773,3.5911584421505602,66.95102,0.06174874021877215,4.0862546
engine_idling,3.1783303307612245e-05,889.8487604396577,16.190929979797417,53.016716,3.691452972789825,69.715935,0.06221520498867155,4.5443993
engine_idling,3.0557623381113486e-05,882.4924645102703,16.37578082858064,50.400837,3.7805171178983685,75.52251,0.06235422198675584,4.8979154
engine_idling,3.403607001686435e-05,902.6843766647295,16.5940890825616,54.362907,3.707516111840039,71.06092,0.06387291891047821,5.8249035
engine_idling,3.4547032577335055e-05,908.7801275299555,16.488672134679348,54.298588,3.684674904552655,68.58159,0.06429662429281188,5.6131253
engine_idling,3.321848651060638e-05,899.9000032547992,16.275596462720006,53.77383,3.8483058164516897,68.489174,0.06407555809764343,6.091533
engine_idling,3.201543922067627e-05,883.735127939234,16.10380072204124,51.142246,3.8965591888032423,74.04603,0.06066159908455871,4.913706
engine_idling,2.8899007537937846e-05,872.5937087398628,16.131218884424964,55.613834,3.9654514577920574,75.120705,0.06063907952308084,4.7506623
engine_idling,3.5253137900539555e-05,932.7810085359149,16.636844336614317,60.690296,3.790402568085801,74.985435,0.07077122981468804,5.5636835
engine_idling,2.824341172381924e-05,866.9853682059634,16.821849200729414,57.25846,4.026528250510527,77.19863,0.06103768187647165,6.5776033
engine_idling,3.5540854795765476e-05,927.8716056019688,16.272203628854786,62.343292,3.6445089661618146,72.82065,0.06767874427142319,5.539134
engine_idling,3.658621592857092e-05,926.6787137780933,16.296980218811363,50.05783,3.4629482524849395,66.14294,0.06527498644656343,4.7251763
engine_idling,3.594412677112485e-05,916.3257952343672,16.35296063129984,53.123245,3.4236921640350717,63.0725,0.06315600920983847,4.029818
engine_idling,3.5212046772686975e-05,907.6870371204953,16.335107737668302,53.298008,3.447017296183091,62.504875,0.06225527557484943,4.190951
engine_idling,3.491681671588827e-05,907.8966427142492,16.21824890987758,48.112846,3.3957860535684974,62.534206,0.06220756694572065,4.482952
engine_idling,3.359766492636443e-05,901.4697121292718,16.073109543403515,51.285908,3.418462447830715,59.109154,0.06192729709650191,5.2752633
engine_idling,3.5006874973174836e-05,905.848909324987,15.956883360175047,53.040863,3.4299576196298234,64.31575,0.06110945714173273,5.5356903
dog_bark,4.231089557069409e-05,1350.8768707955396,1.7984792656548645,35.65052,4.392935645400719,123.229904,0.078966000334001,65.72397
dog_bark,4.9682049058796166e-05,1368.9270412854823,1.3429389359669732,22.3253,3.87185715961117,118.08108,0.05742884640435225,5.22587
dog_bark,6.713597236291431e-05,1298.2267953487724,2.054200120024599,35.418564,2.7433748378386675,54.123196,0.03265041457507027,10.397357
dog_bark,4.6029163713947e-05,1445.704557073582,1.8936313034329508,23.282202,4.668296323906678,172.21194,0.11247231737109722,97.03946
engine_idling,8.866534752017077e-06,1064.605341524137,67.90265246888254,203.45398,4.753328229058008,108.729805,0.05740171297603202,2.590709
engine_idling,8.851116567911692e-06,1062.588463807894,68.71183983486557,206.03476,4.799346518112953,97.54926,0.057354165562020054,2.813259
engine_idling,8.941770656977493e-06,1066.8931098324,69.10027476186441,210.73335,4.819308966300744,94.20112,0.058190454241955604,2.813259
engine_idling,8.986748316880273e-06,1070.7106414469615,67.60328331641932,199.95409,4.735293195526306,99.1564,0.057642518810740055,2.6171162
engine_idling,8.798089175070102e-06,1061.6514808153734,68.6135220510094,205.4363,4.760584838990038,98.81048,0.05726441914390287,2.7606184
engine_idling,8.842107668660005e-06,1061.4756591851833,69.36916557872263,205.4363,4.8466298692208065,98.81048,0.05781513181821037,2.7606184
engine_idling,9.11877675653171e-06,1074.9848350393165,67.38160237416764,204.576,4.739022578478197,97.16312,0.057733328145400505,2.6106932
engine_idling,8.804296508502392e-06,1060.8321256329127,68.6824568276518,203.82626,4.778147591505582,111.44076,0.05741869090912399,2.6839726
dog_bark,3.708023143103457e-05,916.821103194787,49.977691470315214,297.3913,15.290737293652,450.8086,0.3498012976998715,64.533936
dog_bark,1.5538342030627144e-05,691.6749804902577,48.80466116341031,344.40018,10.842092207351364,553.3116,0.1759245015515075,51.591442
dog_bark,0.0025305767915142496,2195.025521019669,3.316935002315505,48.7808,9.237330568293252,463.9984,0.16339373885351743,17.094177
drilling,0.1277552515260192,6948.033307152921,1.2315632602275866,9.234955,5.908918365154139,38.35087,2.8148633766743507,44.542904
dog_bark,0.0019016130073396197,2311.7832001806137,13.66886326511063,141.49864,12.070710635070562,279.46402,0.6449326989528238,65.28981
siren,0.0004324865290244275,1997.0583057853896,1.3894366534772005,9.681217,1.955946044146051,77.0807,0.06977178008985252,13.9667845
siren,0.00019115789828915233,2025.825250929282,0.9566538234917528,5.4763203,3.807015599065184,106.72268,0.1355617679994405,25.117128
siren,0.00014665033450791785,2099.0474833591347,0.7974481106957798,3.7494338,5.862412324181239,148.3861,0.23279206102992575,49.94442
