class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp
dog_bark,0.00017701774302045,2193.5519495649464,0.02668838856796551,0.3879709,1.5230959726614424,105.411194,0.025453260917682245,4.163605
dog_bark,0.00021453334822192548,2311.6608838689003,0.04008257268142135,3.9076974,1.3694322805467674,142.061,0.022537464651786628,8.146646
dog_bark,0.0003406970300412671,2619.25690480458,0.046428204238925665,3.7599447,0.859210753428287,132.85788,0.0207225275452047,2.8060682
jackhammer,0.005622515263056139,3581.984733474269,24.09127294577658,119.4624,5.720919890871641,64.07854,0.8353952558523753,54.183243
jackhammer,0.005018581795519676,3685.6400429337777,28.20266438461975,113.70817,5.370724409472725,73.798515,0.837676989759983,37.987877
jackhammer,0.004311405896020216,3529.1290046906906,30.091897492963227,116.72005,5.0776117344669345,72.38324,0.7683079308221564,27.352072
jackhammer,0.0039161354774926395,3385.670605459267,28.77435585808819,135.34044,4.006902028503937,76.89618,0.6591248329189004,28.351929
siren,1.8252053842988445e-05,1352.9227155583503,0.4082419862966334,2.2591224,5.417305735966389,313.81418,0.07697439356054293,11.433199
dog_bark,0.0006700648904884672,1923.1241253658236,3.8009602077404296,28.760744,12.029150245471408,226.94017,0.5164782628033954,39.564587
dog_bark,0.018489089401723967,4702.63680023391,0.09099411882170766,1.086547,0.788093833441223,57.82374,0.04641672639493412,40.88088
dog_bark,0.016401924578724917,4468.186245313143,0.11419942469232808,2.0549395,1.0924722878211548,149.00035,0.04915113178657206,25.20025
dog_bark,0.02284019104244299,4817.677771016942,0.11122099228091943,3.3920026,0.6473866143006242,129.05176,0.027215049937248086,24.34211
dog_bark,0.01715512017870661,3890.5309093755905,0.11059934439925913,1.5904849,0.608919675061015,100.90645,0.021471605672980537,41.480103
dog_bark,0.002151795412168676,2307.7954518957627,9.6863371820985,107.62813,21.977621367144923,382.0385,0.9485775139572628,88.43086
dog_bark,0.0011183225451811898,2062.312852417928,0.6746455102827391,5.865612,2.519569222189268,211.45811,0.0727431613131401,22.786251
engine_idling,0.003788623977093363,3169.8780428155,1.0232458896263465,3.9158742,0.6023730719780177,5.4317174,0.06343642708847796,1.5768958
engine_idling,0.0037645421689376235,3173.590707504076,1.0338300464374297,4.231331,0.5930330564612885,4.92369,0.06338924714141658,1.5567797
engine_idling,0.004105028357019925,3213.1526854903295,1.0231313198985394,4.653914,0.5971608378778758,4.360983,0.0634581534304675,1.7289344
