class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp
dog_bark,0.0025011002736126608,2377.639545617125,0.3321710888427999,8.206246,2.3021321538621144,280.71576,0.016846064403414174,6.766982
dog_bark,0.0013336606658930713,1733.363862289324,0.4364485616322042,8.082066,2.6275300868387452,266.60336,0.019142905549742656,6.6994457
dog_bark,0.003876848270553705,2887.708056166815,0.28286547362716874,6.117209,1.639711862912994,267.70755,0.01921514813992558,7.6476784
gun_shot,0.0026174904585229693,2075.989672007795,3.344705585429421,62.642704,0.886409005567807,23.05934,0.05230876125328117,3.6219294
jackhammer,0.005619807274265343,3496.4869178145996,3.5938210549640353,13.802434,1.9385754555102521,14.340524,0.229975837723068,5.2426867
jackhammer,0.006636385184197509,3653.9675029477307,4.021556884556418,16.15291,1.6819981786155245,11.019745,0.21961258861045097,4.4563437
jackhammer,0.006209573711880403,3576.9076912562136,4.330532140797004,19.280588,1.6918699236773875,12.947912,0.22056398734958066,5.0426455
jackhammer,0.005813375306969008,3517.2617057638677,3.8835636562085436,16.341728,1.7640318405554327,13.239794,0.2083493992324511,9.133736
jackhammer,0.005795139158974362,3532.9829876141325,3.7586866503287752,14.103188,1.7487597861438693,13.7023735,0.20839677696315534,6.132708
jackhammer,0.006275168179622306,3639.860067155308,3.711672433828671,13.059191,1.8759487874814098,12.665582,0.24565084074548718,7.826699
jackhammer,0.006722146569951834,3689.8156770046403,3.355611128024827,13.847849,1.8698788831330788,13.547825,0.2530542010597497,7.942357
jackhammer,0.006212858012889789,3609.81395283888,2.941493156904368,10.786839,1.8664339018181948,12.948019,0.2344414988048134,6.126763
jackhammer,0.004900971691506825,3394.844510999412,3.188009281068132,16.348398,1.7428068901455551,15.631113,0.18612758307500019,5.8203106
jackhammer,0.003333271773296106,2978.874269655919,3.3457240515872786,15.454222,1.4101643407683877,14.69069,0.12220009998559118,6.1087546
jackhammer,0.004797271423068686,3411.205359182496,2.9664305630199705,10.888432,1.8181591345709966,16.001078,0.21658596578893025,11.693031
jackhammer,0.006559116076808076,3788.1577641333315,3.68435905365002,24.1543,1.893335333784467,19.821104,0.28336817435056927,8.160176
jackhammer,0.006240271968752186,3708.1206502204977,4.141473425685969,22.229391,1.7634296927753703,13.194527,0.24695421442091248,4.7648535
jackhammer,0.005504001337264546,3590.1816599119697,4.884806572861175,43.15776,1.7541752446393433,13.338405,0.24588800242158035,6.8945847
jackhammer,0.00431109547602357,3231.0240468232373,4.50595401565519,42.12663,1.6911010585035662,15.399144,0.2051613413016156,6.6653047
jackhammer,0.007327211570883903,3888.5138860799493,3.793008766960365,33.36832,1.797866384869111,21.139473,0.2779710453225857,8.538219
jackhammer,0.007917850150756458,4028.5553554236167,4.46248012311333,36.20671,1.7806226230730704,14.939293,0.31023480255764885,8.734141
jackhammer,0.00738230961166877,4137.4530392069355,4.855687767527579,20.985193,1.853233989736806,17.382626,0.33057799384062275,8.079343
jackhammer,0.006218774277937321,4024.9337794985936,4.666331314382168,20.052284,1.6689457710871505,17.650328,0.26770880721890755,6.6724005
jackhammer,0.005280575936070663,3788.9636108261643,4.348524972098774,18.876963,1.6291820171027172,17.515957,0.21530485738747054,7.654075
jackhammer,0.0043754968219411935,3608.0602443272055,5.067846057807062,30.151583,1.7820420375704975,15.292919,0.21676803926869198,8.712129
jackhammer,0.0034437884142073712,3360.6927625763105,5.642784388234107,29.900032,1.7651856420487364,15.416203,0.20685798697810362,7.892806
engine_idling,0.00017421789663514688,1311.860897812078,2.417972600117212,15.916594,0.1680983020384849,2.7335567,0.008628922373181414,0.2290424
engine_idling,0.00019582792014203888,1368.1891429436682,2.1738374057241296,11.970102,0.17598497765346066,2.7590628,0.008804597257422955,0.26296216
engine_idling,0.00020113505778429866,1383.0752946403852,2.11512701190149,13.117641,0.1734737097762959,2.1504962,0.008911995816681421,0.25740987
engine_idling,0.00022901918381203938,1453.7825905734555,1.8722831785953769,7.600767,0.17571327684864715,2.62439,0.00899597847304961,0.28079703
engine_idling,0.00022253197534774564,1445.5583784018713,1.920865910614474,8.789103,0.18118154639242443,2.269471,0.009143317696952964,0.60832
engine_idling,0.0002149578737597504,1440.9100670341713,1.9168079113238217,8.140941,0.18221463376434763,2.2807999,0.0090248670815313,0.5805863
engine_idling,0.00019432962036513887,1408.9428254091522,2.0227242743713365,9.994804,0.18165117573657644,2.2350397,0.008862515843312171,0.26428896
engine_idling,0.00015704697577415997,1306.644152545124,2.894289274224004,27.645287,0.181975288135945,2.2219365,0.009534660254675064,0.26769143
engine_idling,0.0001452180823396199,1283.996589375299,3.4694192202883687,27.490128,0.1868821219056826,2.3682194,0.011083874496648802,0.8684514
engine_idling,0.00015754811598536105,1336.6911411631131,3.239142228389901,23.37882,0.18954791308057425,2.3897321,0.011477236024721992,0.9238917
engine_idling,0.0002015030377320882,1409.832471452134,3.1915668252126808,24.748636,0.18961358130715933,2.2591093,0.011425647477084888,0.2755502
engine_idling,0.00021253580953174258,1445.5729739989836,3.3056808278293746,27.652979,0.18902491894460915,3.0617373,0.01182982588546952,0.2905424
engine_idling,0.0001919346846950654,1367.9627123563587,2.075698891617061,9.71308,0.18361918136942487,2.815486,0.008837949651378078,0.27875942
engine_idling,0.00018281638954539765,1363.6313200523812,1.9832026049954419,7.933525,0.19499918633658864,3.1931891,0.008804626020788983,0.25782096
engine_idling,0.00020585337115528788,1400.5021613928977,1.9978411825157623,8.301813,0.20834421572155087,3.422785,0.009192612557431314,0.2527051
engine_idling,0.0002105821669461643,1407.1040556440325,2.0279041522399393,10.790915,0.20397355983398427,3.4188333,0.009211150285962571,0.23767075
engine_idling,0.0001607765650581488,1313.9949725260642,2.5899129328439723,17.924314,0.21191255213043733,3.5002553,0.00989505811542151,0.2557634
engine_idling,0.00013432722293741113,1247.8991567995085,3.050706736689749,32.765926,0.21885388737291692,3.6230814,0.010359182505427144,0.3116317
engine_idling,0.00016329997574419085,1293.0827445582836,2.6163508759603182,32.04,0.20882323640961617,3.119065,0.009676648408364494,0.3467297
engine_idling,0.0001786317634662524,1329.72106987561,2.3002161958574674,12.0291815,0.19081975553926714,2.9997897,0.009167360595413357,0.27580148
children_playing,0.0012072217787329252,2395.942045460293,2.7452577212738962,44.069035,2.921082728707087,56.976273,0.13860426604032525,14.266983
children_playing,0.0013757212551315612,2479.0342761596676,1.764192605944841,24.67455,2.642616938850493,48.694725,0.12785735224662148,19.378658
children_playing,0.0018497833848898076,2496.757106947334,3.4920107112032728,58.689953,2.4448649558582494,51.51657,0.11833979543748378,11.958889
children_playing,0.0016121841449119607,2356.5216032443855,1.701204136919261,15.625649,2.5403234622787423,100.28739,0.10114841402253326,17.28414
children_playing,0.001810394990164415,2593.0261612236727,2.478455848482696,41.198566,2.2727650519228897,68.57967,0.14460196353990495,50.819515
children_playing,0.0011558968327587168,2407.3194273001895,2.939746934747336,25.518682,2.5404631172588434,49.460987,0.13680926114460093,19.987833
children_playing,0.0013592960781449058,2327.0355113082037,2.8894801732519757,53.953842,2.098713730293585,112.891426,0.09823778991573351,37.98718
children_playing,0.0012642284277814162,2212.642258506101,1.7660348068096943,34.223045,1.801462697385053,33.935555,0.06456786086470886,16.028097
street_music,0.000783815199398266,2348.6008595737835,2.921082227984025,28.049751,6.021635353752497,131.93173,0.37261709886760586,43.37255
street_music,0.0010397190711026927,2328.051931703931,5.289698594246758,27.011469,6.897619590330632,159.05437,0.36946589501959454,24.277159
street_music,0.0005090379398949308,2171.6005513265645,3.404245786597274,40.65555,6.916136640250378,140.1301,0.34813199326041994,34.39509
street_music,0.0007009887467575027,2191.351024350004,3.608869744890854,41.665707,6.265699820999794,202.92186,0.3239334939381065,26.482508
street_music,0.0008162971116689732,2188.8142628608935,4.653017877630931,47.739826,6.011763394733089,203.64961,0.30999383287098814,25.588888
street_music,0.0010986451871042634,2295.921504684538,4.720677787036778,47.61668,5.619281750846743,120.63127,0.30691213126647426,34.43815
street_music,0.0009863634948371637,2428.824324251167,3.055598118207897,31.945143,6.059200889699879,104.46769,0.34713295207767414,31.94496
children_playing,0.00017282900045485918,2086.1152264540437,2.75783414598725,14.8285675,4.02620357385393,130.03952,0.16277890942053425,25.774174
children_playing,0.00037072039764252817,2144.004566870055,3.2713904484764376,25.988098,4.136922219819989,130.05074,0.17883359659960524,38.262733
children_playing,0.001052901763411315,2529.571917619332,3.1723638052628162,18.330215,3.923851853128874,74.151825,0.23356473704564168,28.148659
children_playing,0.0003424105272855779,2134.33791651339,4.524377952125124,36.31764,3.6140921393283723,82.80494,0.1678914323201722,34.92416
children_playing,0.00016096778704485722,1591.9676882397468,10.878984022346417,68.67713,2.582737023708345,44.501118,0.09482261253481265,12.130273
children_playing,0.00036330977983643027,1930.891634852716,4.474095847283575,63.40245,2.3911701747270713,44.190487,0.10160725291441706,33.83146
children_playing,0.00073728899331477,2264.2921868776284,3.320246335410185,18.692532,2.5152587296576012,75.72274,0.15750192943295802,64.150116
children_playing,0.0006528119251828336,2361.4936114513057,3.678543029742725,25.923933,3.6807972886012057,95.97166,0.22321259241575386,59.219116
engine_idling,1.0883970827058637e-06,574.1072720755039,20.156997773339235,76.86785,1.0816899783880711,71.57435,0.0075069310006318935,0.6244887
engine_idling,9.183218046824688e-07,535.9089807003896,19.002181484355788,53.79981,1.1184395146684196,50.110977,0.006185625571262082,0.3752336
engine_idling,1.1760442937420533e-06,558.6940249766166,17.930302319738185,46.757156,0.8640882709318367,41.628426,0.005733318612245742,0.2330981
engine_idling,1.3706095455654697e-06,583.0282219345551,17.501196683960632,46.757156,0.7529143451035759,40.089,0.005908461693175837,0.4200307
engine_idling,1.3530080240586942e-06,583.8534828466699,17.540339173613454,46.072453,0.7509995899008826,35.050423,0.006027575231449536,0.4200307
engine_idling,1.329152714157249e-06,583.0370276454693,17.494082149372687,56.03005,0.7753058488537012,35.86137,0.0060168129200220905,0.2943447
engine_idling,1.3016347938934466e-06,580.7894493458065,17.64911372873538,48.23362,0.7700674089294378,41.67339,0.005936720108378063,0.295897
engine_idling,1.2571786392820502e-06,573.1226205149845,17.74894497239015,48.23362,0.7675733881290526,41.67339,0.00579692717550742,0.295897
engine_idling,1.254653028203291e-06,574.7341112132267,17.64220062850264,47.218025,0.7905334884094228,40.263195,0.005846164651227884,0.32230726
engine_idling,1.2523088121188375e-06,574.7268197943183,17.646128517050126,57.800076,0.7991071617165082,36.268974,0.00591482007433353,0.32230726
engine_idling,1.230475291909115e-06,571.710244302779,17.699141877878596,46.369877,0.8059240546856552,35.126244,0.005904348709639874,0.2855478
dog_bark,0.016772087216443826,3419.484023018511,0.05873526114295338,3.3950057,1.7020080810818927,210.36504,0.12149965052448533,49.69265
dog_bark,0.007531032200636509,3211.7836910305537,0.05366426407021789,3.4673314,3.3119367258876116,198.54524,0.24102005551549463,56.668976
dog_bark,0.010583938577915529,3415.762251961719,0.03134435776850893,0.53956556,2.300283961790944,131.88466,0.16203755587090518,55.766575
dog_bark,0.01214066082749749,3177.9966460611668,0.036103832786012556,0.39355952,1.7745367038108162,148.31943,0.11121555858505108,34.367554
dog_bark,0.008654453499604371,2802.3117200222737,0.07454086366761394,0.9248605,0.8685169425303498,80.02472,0.02476497867878742,16.441998
dog_bark,0.02014851604534418,3892.671561566341,0.04895498205727688,0.7333323,0.1874313980207771,13.976146,0.006786755835213172,6.96503
dog_bark,0.02195202536555332,3930.117951701075,0.051401680286027464,0.6771145,0.21067879706574766,17.752684,0.005869902961735721,5.672776
dog_bark,0.04642966650982921,5214.246066347815,0.04040123273234906,0.77205646,0.15311509121017597,61.40851,0.006548046013614561,10.586003
dog_bark,0.04430465851588191,5659.657172845882,3.7334771041478656,40.10928,9.846706670260687,197.85301,0.25879689299521735,35.490456
engine_idling,0.006512354261042461,4293.377442011756,7.9889639991537305,41.495903,1.5741146074165469,12.142216,0.23082497452084155,5.63412
engine_idling,0.006561517012317942,4378.992632509037,8.10932839780488,39.848667,1.5895875057920859,12.714451,0.24331688449703928,7.304283
engine_idling,0.006559815066135885,4378.175387425969,8.092040072740087,40.673286,1.5691630976400883,12.428879,0.24776043080128232,6.83773
engine_idling,0.006382030884467779,4332.212808447169,8.15426171218743,42.358166,1.5767654941491858,12.251609,0.24838320793914687,6.031418
engine_idling,0.006030314548394366,4285.70511794071,8.145705875535816,39.939457,1.546806065206578,12.260774,0.24097129879646412,6.9028444
engine_idling,0.006588981619062635,4308.5883163485705,8.122788571146106,40.47687,1.5691381014543537,12.15433,0.24392992644355319,6.7107296
engine_idling,0.00837888698647185,4519.788638672365,7.8712822291404905,39.232655,1.6152031896414092,12.901641,0.2640997548577842,5.1937346
engine_idling,0.008885292387121614,4613.990765274934,7.692009590826235,38.394726,1.5593357821987954,11.458459,0.2711889231734014,5.988353
gun_shot,0.002895983870773787,1694.5043630340551,1.3466404832028267,41.51344,4.591434495369224,77.0561,0.18040485814144913,22.732279
street_music,0.0038360740496790496,2665.4148018474157,7.216339994002728,36.75866,2.0699964240198248,25.527426,0.16270578006196218,13.545915
street_music,0.004040008003020362,2737.9731798909893,6.676873677855162,32.98786,1.9548569372107238,27.97523,0.16571315002883308,24.847143
street_music,0.002627578322510775,2486.486608294999,8.421991297335675,40.00601,1.7906650911211257,24.055922,0.14501300250084775,25.048445
street_music,0.0019034606314338473,2202.375036915697,7.646710501252201,41.304165,1.8894669061938898,47.110626,0.11415177830637221,14.379267
street_music,0.0016125422825005945,2100.9951240203304,6.806970462358145,34.895996,2.526070606673466,62.795887,0.1316367987346213,20.439621
street_music,0.002277262789953122,2253.1061878345777,8.908239362507896,46.974472,2.7094105892799574,52.89846,0.14957015527753398,14.013485
dog_bark,0.0006262244847122296,1803.1271277623673,0.8245462169133775,10.5807905,1.97795000794088,108.526344,0.06413537241866307,29.360245
dog_bark,0.0007597288771648891,1840.7734852429644,0.7914417953144732,10.386133,1.5921541201448683,73.48234,0.05126145738614112,31.382408
dog_bark,0.0007965881868216641,1780.532258128486,0.6157600491348842,7.411615,0.9814034883192696,70.32043,0.027210494561201483,12.847401
dog_bark,0.0013711033624122797,1977.3676559987332,1.276490958986831,70.74365,0.598591580985389,49.11423,0.016629329231223063,2.3111396
air_conditioner,8.561217278687157e-05,1506.895091141092,8.74514570168719,45.06858,2.5753894112673796,41.488003,0.08274771343755581,3.607569
dog_bark,0.00021399580483563363,1854.9026170849559,1.304299015011696,9.6221285,5.397691449100518,238.32484,0.017490395509335538,6.879958
air_conditioner,2.65655358843092e-05,983.4954530538629,11.118967640846563,100.80524,4.493578660181135,101.04938,0.06003413389581837,2.4255617
air_conditioner,2.844204016951878e-05,1004.2720010267118,10.468552017684054,103.12592,4.429020067743905,98.19518,0.0604760564437226,2.5120647
air_conditioner,3.138820871306276e-05,1035.6124659748405,9.563251811112478,95.861916,4.172470770378732,100.63715,0.060354184534266754,2.5648975
air_conditioner,3.0700994714119376e-05,1037.0416407820176,9.505045434655486,91.68158,4.13799492706432,91.36494,0.05990673243991636,2.5058398
air_conditioner,2.9863498908209452e-05,1028.1661279442833,9.615632403963398,80.367165,4.176296579039077,82.897285,0.059538494927390884,2.3610675
air_conditioner,2.9346164033547436e-05,1018.509842533384,9.918678179778887,85.33488,4.23956891861293,93.28259,0.05973520183878326,2.5954611
air_conditioner,2.865021744872902e-05,1005.7342250622038,10.326305946928983,134.56593,4.360398696290078,125.56904,0.059857528676409005,2.634954
air_conditioner,2.753172553059193e-05,1006.4368817054253,10.135336606322882,92.311005,4.307723341126218,86.631744,0.059478961778188774,2.3399231
air_conditioner,2.9908788288277876e-05,1027.6161003228317,9.614546003978214,87.18043,4.20531344471197,83.291824,0.05973605063692535,2.473687
air_conditioner,3.0382202667301433e-05,1016.6861854548912,10.109331341428156,87.91592,4.333113130463214,92.08106,0.06034687731121603,3.132727
air_conditioner,3.3052811769279734e-05,1057.1841288759701,8.826013091946548,63.173344,4.044315572163753,94.16737,0.059961667700221606,2.2325375
air_conditioner,3.490803602698429e-05,1067.0733767827437,8.555094677140714,62.898815,4.023569612744633,91.1042,0.059993987180912936,2.395628
air_conditioner,3.158076300995004e-05,1030.918544846579,9.874852505219168,93.121315,4.242960489375778,109.76062,0.060165825472839524,2.6228173
air_conditioner,2.7915431972202064e-05,991.7002123569638,11.142183339362537,93.26986,4.420118010315754,114.56687,0.05989911057530529,2.5448833
air_conditioner,2.7725733351595094e-05,1001.4150036647391,10.676664516487078,97.8646,4.2960755810233024,109.85424,0.05972620537312414,2.4031103
air_conditioner,2.7963041972817745e-05,1008.5509831137609,10.054377585849927,86.657455,4.264770693691525,71.508156,0.059669905139456775,2.489728
air_conditioner,2.7468382928497663e-05,1001.7852063275913,10.226986871551139,102.546875,4.347367897502943,86.1655,0.05940167447151216,2.525383
air_conditioner,2.906412546112931e-05,1010.302615883064,10.410805088562615,97.34451,4.297710140240861,91.86597,0.059273720672664586,2.597672
air_conditioner,3.092645498933659e-05,1030.7135992207834,9.764218237531114,85.16614,4.2063225178550026,83.038246,0.05990283561769673,2.551675
air_conditioner,2.8009080613075008e-05,1006.729155358879,10.482168008862873,89.0412,4.321767049129959,71.818,0.060038654848723144,2.6139743
air_conditioner,2.761178920464126e-05,1005.0243757768739,10.634532249417878,98.15626,4.275003921799264,102.46762,0.05981198235667477,2.6598527
air_conditioner,2.748988879935443e-05,1011.5595471845619,10.10342552741517,102.566284,4.26747200133239,103.27751,0.06026731932598208,2.602287
air_conditioner,2.9217351338034412e-05,1019.8961195920009,9.678665614308287,78.076256,4.293071898699393,82.527466,0.06026366620608277,2.619238
air_conditioner,2.9708007092478407e-05,1011.3470525195764,10.376557991982073,91.918274,4.335649754139603,83.150955,0.060062229338410246,2.6914682
air_conditioner,2.8699418524648417e-05,1002.0975383082422,10.55901970376382,93.676285,4.3639597488911495,84.45493,0.05980925432231797,2.5350924
street_music,0.0004279031060160259,1938.3433543929436,2.764446614464478,61.711597,6.619149131949855,226.15846,0.2527662535673838,48.081306
street_music,0.0014383923684152355,2010.9697755833927,5.344727327137063,66.14085,2.8443531268604443,70.90405,0.08988402634155301,3.8060687
street_music,0.001261690966624672,2027.0341205477519,5.506348590409523,64.465034,2.951227279644481,90.05432,0.10784733895199562,12.527891
street_music,0.005020796307455411,2867.924390065363,4.363164616011179,92.83837,2.1503309996195314,84.142426,0.1140132923006374,3.2899835
street_music,0.001046280423474525,1914.1547104332801,4.776149501952707,121.54247,2.7299385774249196,82.830894,0.0830503539260445,4.4828744
street_music,0.002230438676412197,2412.269106851555,3.9655334060889498,98.63503,4.461177377302552,95.73532,0.17545796018282617,18.087648
dog_bark,0.00010139990828144579,2257.2529167788493,4.925317327150724,23.81186,0.6014158217620019,23.899046,0.0506768583109568,130.83652
dog_bark,6.187440849382677e-05,1466.4496577002146,3.585432366706917,37.306053,0.4541111697207214,63.72889,0.02287302863696412,7.934879
dog_bark,5.6981807869886035e-05,1782.5361142508648,2.6178909188963178,38.515953,1.0633281240979435,130.60133,0.03902426626436274,21.698385
children_playing,0.0009302137098316923,2139.578338523846,0.11944779532257654,0.7996953,0.008728188378050936,0.30524448,0.0005330188837529926,0.19340883
children_playing,0.0017466157205103144,2472.7756445548443,0.09526700605242905,0.7816478,0.009282720543423542,0.35473365,0.0006387543829506342,0.16430171
children_playing,0.0004192916812245769,1655.8790785341166,0.18782298987011378,1.6174574,0.007450919840878867,0.39455223,0.0004151335869581824,0.06680375
children_playing,0.0004126083066249192,1652.8695355701332,0.18597603803271848,1.5587796,0.007751468217119001,0.31014934,0.0004193658778939843,0.0430071
children_playing,0.0011715909155013155,1901.6956458934803,0.19332629452550953,2.3380105,0.010812616516220569,0.36581498,0.0006174980927916039,0.054426
children_playing,0.0003394984906890386,1382.7731518576545,0.23890469592045285,3.0251868,0.013986376863415037,0.5404152,0.00046162382905835596,0.14496689
children_playing,0.0006805380747383869,1788.2514517130126,0.10293474088173679,0.9384099,0.009198080179647898,0.23647608,0.0002934246728830085,0.018084174
children_playing,0.0003281881825609781,1537.5583261032364,0.21091036904152857,1.7399057,0.006802654481604233,0.1543043,0.00040858816147225444,0.035192467
street_music,0.003094299202000358,2301.8895470737093,2.1514323018458876,9.629864,1.354207643419823,38.570755,0.05197918551974388,6.5213833
