class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
engine_idling,0.020304231492775507,4030.089870892476,2.24442656510712,9.340057,0.47452879577432566,2.7232432,0.06853060567095615,1.4067276,-319.1734,105.48166,-21.338629,29.147205,0.830608,32.816105,1.8906813,14.853432,-7.601371,-0.65306234,0.113897525,12.665076,3.7734702,2.3129873,0.36640188,5.6241493,3.6549501,-0.59991,-3.3417616,4.049917
engine_idling,0.019807658958640218,4031.2940867637344,2.3637265499729825,12.242872,0.4721301527815934,2.9442053,0.06886178948396869,1.4996489,-318.75836,105.238884,-19.923483,28.655046,1.2960088,33.48412,0.5568263,14.915393,-6.333707,-0.8385721,0.3467132,13.065619,3.9486904,2.3273659,0.3600837,6.410326,3.530817,-1.2541867,-3.8793585,3.8138134
engine_idling,0.016314081450505856,3879.020590836492,2.811278486603304,17.869791,0.47830162275758364,3.982199,0.06937353256724763,1.1879735,-317.10703,106.940674,-19.237698,29.551132,2.7460449,33.225754,-0.09377835,15.844495,-5.638176,-0.5380654,0.61667156,13.698651,4.6479597,3.426135,0.8034909,7.0783195,3.5125475,-1.9005694,-4.02072,3.9444776
drilling,0.08693822324275971,6473.046299855354,5.847363249435751,46.827023,4.278875882490778,33.564938,1.94895162104979,33.642754,-49.25531,39.98738,-45.865284,30.796572,-11.946125,19.88881,-11.702795,14.872605,-17.682652,7.810351,3.3883753,5.998526,-5.4835916,-3.5567822,-3.7627597,-0.6457898,-9.803673,-6.072206,-6.323353,-1.716407
drilling,0.0842346822006115,7330.22734065759,4.628710020965343,47.07903,3.9247295416373795,48.18789,2.3173905949603437,55.457188,-51.02577,28.358912,-41.874004,28.255934,-11.553756,23.549599,-13.972393,19.2543,-23.125118,8.621202,2.4743724,6.961313,-4.657272,-7.865261,-0.7870244,0.41874567,-7.60352,-7.2009573,-5.3626614,-6.858935
drilling,0.08568770018392714,7432.260389313366,3.997635472757148,45.993298,3.571216768250507,49.14365,2.30379049501206,57.35854,-62.03202,23.096825,-43.355583,29.540546,-16.223598,24.277977,-13.604668,17.903515,-22.372307,9.321268,0.016483473,7.2528234,-3.4825103,-7.340516,-1.8197867,0.09333207,-9.456154,-6.4272766,-5.016145,-5.636703
drilling,0.0610514632800119,5691.641132180632,0.46307712098034653,6.272343,0.2681619323115472,3.7530448,0.14605740357651673,8.289071,-368.38187,45.807594,-45.195404,21.71043,-7.04947,17.434761,-4.271773,14.133129,-4.031984,13.269059,5.0612235,12.998341,7.47875,8.0944805,1.753014,5.209683,-1.02614,3.078383,-2.6350474,0.4042409
drilling,0.07164113818519358,5935.674393022309,7.645074307621715,77.03372,3.6401335249520463,31.447565,1.5982890091880648,28.93277,-65.88219,50.98841,-46.111958,39.915462,-15.110469,16.96834,-15.498333,16.051315,-7.4649954,9.414983,-4.0196185,5.374604,-1.2501272,1.5343506,-4.333786,-0.28189406,-9.601816,-4.488264,-3.2796996,-1.1499825
drilling,0.07231685549452685,6025.134545844492,8.81407661139587,76.175674,4.238211264184501,31.470993,1.8007260333464572,31.519814,-50.397,53.199467,-41.29945,39.091167,-15.997376,18.947342,-15.417867,14.328646,-8.380312,9.637664,-2.4732072,2.4690607,-2.5713444,0.016096031,-8.198263,-2.7665284,-13.462596,-8.030138,-2.6345608,0.745016
drilling,0.07645238607689954,6888.061347967479,6.89599566904639,68.63995,3.7216104577970515,28.7129,2.107951538499464,57.883762,-52.82496,38.051353,-34.657288,36.824127,-18.263987,23.46682,-18.538788,14.338013,-8.940982,4.6797047,1.7108129,-2.5771604,-1.5835404,-0.7022089,-9.768232,-0.12061131,-15.714612,-7.5149217,-5.2952423,-3.4806309
