class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,0.00073746855564343,2455.4132694000655,0.23089435366028885,4.3420267,2.655309036842905,296.16907,0.06975507862906867,56.605568,-365.2083,105.21528,-46.426468,-52.063698,-8.68618,12.473045,6.315891,-0.88563895,5.952045,2.5135448,-4.915331,-2.4649282,1.5414054,3.9975948,6.0173965,6.091111,4.1942897,3.4000506,0.6837442,-5.1845894
dog_bark,0.0008938532018911029,2388.8131406324205,0.22112058452710145,5.8750505,2.5838511991866153,177.14873,0.038945954744562375,36.001965,-378.45624,128.83234,-33.293106,-53.963093,-23.452284,5.1061788,-0.3268745,-9.2571745,0.0021131432,2.624353,5.418205,11.829362,6.4475203,-4.8813987,-3.0278962,3.4383144,2.9461546,3.3055828,6.1077776,2.9438329
dog_bark,0.0009869857774684415,2497.4248565697676,0.17070459734027585,1.9529135,2.392669175624103,157.64897,0.0403852143676888,49.933014,-391.6181,126.19957,-37.683247,-50.13417,-21.39128,7.2663794,1.0804144,-8.565089,2.3765042,4.2189455,5.8620105,10.819316,4.319331,-8.153637,-5.7697062,4.4096236,6.4823785,5.7616262,5.3915534,0.94581187
dog_bark,0.000873833048967836,2391.9683743806445,0.18535444684022534,3.1097233,2.6861286168240217,154.07558,0.03945602698834833,54.846775,-384.54202,133.40987,-39.56647,-52.930588,-23.3199,9.315266,2.29001,-9.8329935,0.030297056,1.4376843,3.0742655,8.691679,3.4296954,-8.298754,-4.135758,5.8687487,7.256369,7.35344,6.1023254,0.5422585
children_playing,0.004617947866790928,3140.3882959155476,0.023154315131835596,0.5996386,0.795161013417703,67.88378,0.06409837419154851,40.645557,-389.05453,118.52264,-79.82029,-24.731647,-21.38585,-14.807405,-28.733349,-18.933857,-23.559097,-24.453691,-13.162336,-17.486061,-8.6343565,-7.2075067,-6.4260087,1.3567944,0.62796086,-3.8194213,-4.250199,-0.018459402
children_playing,0.0032996416709581955,3022.305690102138,0.01918483790097147,0.1805553,0.9478575273410149,100.230316,0.07623427900229958,18.091452,-368.42404,114.92204,-86.512215,-19.47149,-18.488245,-24.440008,-26.711596,-16.042555,-22.459084,-24.951094,-16.63807,-22.010475,-11.701169,-7.0913906,-1.0564713,6.3333764,2.6415296,-1.7288779,-6.026834,-3.9191654
children_playing,0.003586490836920696,2876.5897457886413,0.049670072413814104,0.6399824,1.5720451660122543,125.929214,0.10517165950436357,50.837254,-346.5386,124.2082,-70.08699,-30.656301,-24.290586,-16.584219,-25.614435,-14.180929,-14.799787,-19.607435,-7.7559323,-22.073809,-14.304217,-0.123502694,-2.483234,-4.583755,-3.2972958,-1.3899864,-2.3662899,-3.0670505
children_playing,0.002984878950085058,2941.743061272395,0.060212886735620696,2.2733774,2.242900200012619,258.92096,0.18177754589765768,70.065895,-309.87186,106.74325,-71.69542,-32.00316,-17.739906,-18.597654,-23.797304,-11.360229,-13.86127,-19.569166,-7.3993335,-19.71067,-8.005822,6.8095403,-1.4371283,-1.7516799,-2.642264,-3.192521,-0.89590603,-2.0148656
children_playing,0.00580631515778921,3201.5076381869458,0.04801486165606935,0.57627875,1.425145558494604,157.28499,0.1232163119326429,43.985405,-340.87048,110.25785,-70.95079,-25.879992,-20.20098,-17.363785,-18.87721,-5.2136416,-20.575201,-18.899931,-1.4795121,-19.835293,-11.931407,-4.497382,-2.954756,1.8742075,-4.0161686,-4.5658064,-2.8985445,-3.5323346
children_playing,0.0057728984392405374,3164.7569694798453,0.04274527245573543,0.30955476,0.7634725810887968,56.040653,0.06447555213589888,48.236412,-382.75574,125.06835,-74.51834,-16.902153,-17.713928,-12.927989,-24.519209,-7.5541863,-18.802212,-25.311783,-5.4520473,-14.817764,-14.019366,-4.508411,-4.608808,0.5133753,0.010366805,1.2758416,-3.6942031,-3.0240486
