class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,0.00017701774302045,2193.5519495649464,0.02668838856796551,0.3879709,1.5230959726614424,105.411194,0.025453260917682245,4.163605,-372.5186,143.64366,-29.80681,-45.923035,-50.74146,-13.418539,-20.335447,-24.292515,-30.86314,-18.901606,-10.181731,-16.133688,-12.506355,-16.877708,-10.341781,-11.257753,-2.344335,1.217166,2.5358307,4.2226996
dog_bark,0.00021453334822192548,2311.6608838689003,0.04008257268142135,3.9076974,1.3694322805467674,142.061,0.022537464651786628,8.146646,-379.6982,136.99539,-15.688032,-40.85466,-46.34029,-16.888935,-20.89673,-25.894632,-28.563814,-18.595695,-11.169208,-14.945431,-11.033512,-14.632984,-10.461226,-9.535901,-2.502786,1.0751128,1.4351897,2.8568108
dog_bark,0.0003406970300412671,2619.25690480458,0.046428204238925665,3.7599447,0.859210753428287,132.85788,0.0207225275452047,2.8060682,-391.09195,129.54744,-16.01034,-36.190933,-41.941574,-11.2234745,-21.348793,-22.184097,-23.598726,-18.403744,-12.420145,-15.576925,-10.530122,-14.032902,-8.617624,-8.436952,-2.8725345,-1.175385,-1.4823121,-0.26462084
jackhammer,0.005622515263056139,3581.984733474269,24.09127294577658,119.4624,5.720919890871641,64.07854,0.8353952558523753,54.183243,-103.731224,125.51897,-17.104717,67.211266,-23.782942,25.190657,-3.5222137,11.30288,-5.9562826,14.418291,-6.6988726,2.4922194,2.6892617,3.646641,-3.6333103,2.4062176,-3.3478823,4.101616,-1.8644713,7.1115675
jackhammer,0.005018581795519676,3685.6400429337777,28.20266438461975,113.70817,5.370724409472725,73.798515,0.837676989759983,37.987877,-95.0211,119.35763,-15.902263,77.20208,-19.642965,30.300295,-3.4416058,12.304933,-7.07908,16.30056,-7.2015667,1.766656,1.7688755,1.9509982,-6.679846,2.6616998,-4.53922,4.292504,-1.163462,7.621439
jackhammer,0.004311405896020216,3529.1290046906906,30.091897492963227,116.72005,5.0776117344669345,72.38324,0.7683079308221564,27.352072,-102.4071,120.08409,-14.434123,78.59281,-16.039276,31.736847,-2.4781926,12.171334,-5.729689,16.841393,-7.572867,2.3462062,2.364068,2.4167607,-7.788042,4.797391,-4.9495173,3.501973,-0.85421276,6.142846
jackhammer,0.0039161354774926395,3385.670605459267,28.77435585808819,135.34044,4.006902028503937,76.89618,0.6591248329189004,28.351929,-126.96729,122.09483,-18.198513,76.17248,-14.180368,31.808294,-2.823583,13.02032,0.089314245,14.259975,-3.323484,5.059357,3.7081103,3.8547895,-5.0827355,2.9458992,-2.3018646,3.0044837,-0.28329548,4.8356524
siren,1.8252053842988445e-05,1352.9227155583503,0.4082419862966334,2.2591224,5.417305735966389,313.81418,0.07697439356054293,11.433199,-313.48715,137.14384,-26.441517,-43.414608,-23.875153,-32.56643,-12.229931,19.51832,23.191753,10.874571,-2.139783,-9.758364,-7.1930933,4.4614997,12.025445,2.8577423,-8.571874,-6.4994946,-2.7333293,-2.7679398
dog_bark,0.0006700648904884672,1923.1241253658236,3.8009602077404296,28.760744,12.029150245471408,226.94017,0.5164782628033954,39.564587,-161.5293,178.22385,-63.4381,-0.28726155,-14.910784,-17.100283,-22.138086,-21.910631,-9.498538,-12.208764,-17.782372,-8.073202,-3.4751103,-3.8235781,4.9303975,5.3410816,1.4163681,6.012332,7.5007873,14.084697
dog_bark,0.018489089401723967,4702.63680023391,0.09099411882170766,1.086547,0.788093833441223,57.82374,0.04641672639493412,40.88088,-547.5101,64.45313,-14.339478,-12.299731,1.8598571,13.711561,6.055721,8.889949,9.04638,3.418156,0.38347265,0.98971653,-0.100665994,2.4352536,-0.8790163,4.7194276,3.021967,1.8858994,2.3938565,2.1957562
dog_bark,0.016401924578724917,4468.186245313143,0.11419942469232808,2.0549395,1.0924722878211548,149.00035,0.04915113178657206,25.20025,-487.29987,52.842953,-18.103292,-19.320002,-4.914715,8.849261,5.331352,8.003765,8.318266,1.9553425,-1.469674,-0.480884,1.0765662,1.4788995,-0.48551273,4.413522,3.4484177,1.1016285,1.1434621,2.371893
dog_bark,0.02284019104244299,4817.677771016942,0.11122099228091943,3.3920026,0.6473866143006242,129.05176,0.027215049937248086,24.34211,-535.7818,43.02013,-6.775316,-7.234163,4.133293,11.2103405,7.418876,7.3653646,7.022911,3.0217767,-0.33301085,0.70605487,2.527082,3.7474651,2.41454,4.854217,3.8879378,1.8839281,1.8789243,2.2249646
dog_bark,0.01715512017870661,3890.5309093755905,0.11059934439925913,1.5904849,0.608919675061015,100.90645,0.021471605672980537,41.480103,-529.367,75.29665,-0.17482062,-14.77606,-2.9378343,10.269792,7.0741806,2.4734151,1.1732014,0.8175624,-0.13482454,1.0761755,1.7878973,1.7416631,1.1051949,2.4724948,1.6667311,1.5966953,1.1067498,1.3370866
dog_bark,0.002151795412168676,2307.7954518957627,9.6863371820985,107.62813,21.977621367144923,382.0385,0.9485775139572628,88.43086,-138.04326,161.7904,-26.569931,-6.189187,-28.996956,-13.446971,-10.544655,-2.8978736,-6.760563,3.627201,-5.92919,0.7884245,1.0750092,4.7023926,-3.7284155,-3.6405127,-4.4615846,3.8270195,9.993069,14.041997
dog_bark,0.0011183225451811898,2062.312852417928,0.6746455102827391,5.865612,2.519569222189268,211.45811,0.0727431613131401,22.786251,-410.26233,82.2758,13.189205,3.1659672,-3.914403,-3.3149643,-6.315078,3.243027,3.0924163,6.2473116,6.093459,9.002015,3.605322,6.3791566,5.3020277,-1.9163927,-8.132684,-6.40214,-5.3401647,-5.9702125
engine_idling,0.003788623977093363,3169.8780428155,1.0232458896263465,3.9158742,0.6023730719780177,5.4317174,0.06343642708847796,1.5768958,-346.6674,151.81679,-73.11714,34.187244,-28.410442,14.35623,9.214206,9.6214695,6.014683,12.310495,-5.399559,-3.3978171,-3.257912,8.499307,1.6743029,-1.9363647,6.439579,1.8010659,-8.649548,4.122113
engine_idling,0.0037645421689376235,3173.590707504076,1.0338300464374297,4.231331,0.5930330564612885,4.92369,0.06338924714141658,1.5567797,-347.33914,151.53429,-73.23408,34.51204,-28.01233,13.884784,9.48874,9.49394,6.2885485,12.4720125,-5.5595546,-3.7154336,-3.243945,8.857396,1.9762458,-1.5972021,6.7639575,2.249093,-8.726658,4.3047767
engine_idling,0.004105028357019925,3213.1526854903295,1.0231313198985394,4.653914,0.5971608378778758,4.360983,0.0634581534304675,1.7289344,-345.98376,149.76701,-70.93434,34.14848,-28.509724,12.835011,9.778704,9.674339,6.3198867,12.198476,-5.6436105,-4.0186996,-2.9632075,7.8476915,1.7855624,-2.0286746,6.835993,1.6073134,-9.168151,4.8362966
engine_idling,0.004047731346601838,3203.173175849823,0.9986892067108977,4.1358147,0.6036543764647446,4.5743814,0.06355687440450669,2.5852764,-345.73532,150.08702,-71.69009,33.37899,-28.89199,12.534701,9.777781,9.313511,5.951465,12.024388,-5.170344,-3.9276032,-2.805289,8.028858,1.6955289,-1.5158439,6.9968143,1.6638354,-8.756835,4.1394343
engine_idling,0.004071008815910627,3194.3759207120042,0.9859285221476102,3.7124174,0.6145570856469179,4.0837827,0.06452142180931841,2.2410562,-344.36304,149.97548,-72.09083,32.0518,-28.212896,12.511571,9.722756,9.201531,5.9110265,11.782887,-5.27016,-4.3407335,-2.2335455,8.773538,1.1740791,-1.4033872,7.2317123,1.4608073,-9.343934,3.8399189
engine_idling,0.0040390202534097705,3163.6572877569797,1.0405759595080784,4.501469,0.6446061655304665,5.4594975,0.06510005938930137,1.9455059,-340.9469,150.1031,-70.45164,30.695541,-28.3739,12.612666,8.67567,11.2852125,7.3014927,11.040744,-7.0374193,-4.4495945,-0.5383375,10.300745,0.84140044,-2.5582762,6.127513,2.5448341,-9.467295,3.306447
