class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,0.0002695020399047878,2303.2287380080256,0.4610956799832503,7.228287,2.4703723717350363,133.78145,0.15220717563943592,80.12883,-329.09442,141.29735,-68.93866,-32.083614,-3.7395892,7.374722,-17.058165,-13.151429,0.4240176,-7.28755,2.610551,8.003228,11.928799,7.354643,4.68076,2.2452805,-2.9484923,-1.967276,0.02314776,4.196161
dog_bark,0.00029219982881109586,2251.4673401656833,0.23042855222382164,4.947986,2.379512939396866,137.27934,0.13700885717093936,74.53641,-346.85663,141.26903,-69.38398,-42.74936,-0.21347772,6.930613,-16.643509,-16.265135,-1.0849054,-7.5312343,-0.776229,8.023905,10.900607,8.923712,5.590961,-0.448067,-5.8410506,-3.6918666,-1.6237915,2.3417025
dog_bark,0.00037034077769726865,2262.5655384970564,0.22115947485743243,1.7454928,2.2356821260447015,158.81389,0.11146323591531591,80.32075,-350.40036,135.25017,-59.614143,-45.351776,2.900544,6.750645,-18.025297,-16.71252,-2.4856606,-6.7747974,1.3914418,10.137491,8.954662,6.862868,4.315076,-0.45207158,-3.3333352,-1.7310766,-0.6622419,0.13331126
dog_bark,0.00030017882245868786,2151.66125285666,0.22037125695555848,2.2689,2.535176973892348,209.99934,0.13239953049768965,79.559074,-346.23325,132.98633,-58.707336,-51.196087,5.7156243,5.4688673,-21.305902,-17.515425,-4.4679804,-6.758935,1.8921645,11.419168,12.006216,9.432865,3.7534003,-1.9125841,-5.0295796,-4.8278337,-0.41067487,2.723954
engine_idling,0.0001441421459605698,1622.5610106293511,35.7519335343138,256.4801,2.133191291941972,29.848955,0.19346532580638434,6.8387814,-202.11594,146.89352,-37.49738,31.48334,-4.578087,23.969707,9.741717,6.03553,9.139648,6.8502946,14.09822,6.0599113,11.038534,4.6722836,6.798284,1.1088225,2.4356966,12.471741,10.617379,9.348236
engine_idling,0.00014209945865318793,1600.9194598859015,36.14232810278842,258.07797,2.2132665331476575,31.057411,0.19429589535730687,6.7024245,-200.67523,149.5069,-36.671703,32.451355,-4.347352,24.150776,8.861907,5.589104,8.884269,6.669204,12.800988,5.0864234,10.856939,4.815105,7.027136,1.0455853,2.7078524,12.038983,9.73356,8.848305
siren,0.0005470062012149804,1938.5071163574698,1.189911993447467,7.5746436,3.4260562843680287,34.224766,0.13786419672138428,18.007267,-249.70894,195.46904,-74.570694,1.813894,-9.699266,-9.013195,3.4021962,-13.451936,-6.1618314,-6.5992947,-16.172316,-10.490731,-0.8671411,-0.13729021,3.856554,5.0174336,4.2792754,3.1533546,-2.6376312,0.20682864
siren,0.0005255110317206794,1947.3356177728572,1.2356195309079265,7.6375375,3.5799514409459077,52.036682,0.1447177914418716,17.916327,-245.80872,195.024,-75.451035,2.1644986,-12.054066,-7.490632,5.632989,-12.111003,-4.068976,-5.2621284,-17.344759,-11.86402,-1.2076222,0.79393303,5.686932,6.455283,4.578887,2.337701,-1.186692,0.665434
siren,0.0010724970720796105,1922.7448032122563,1.0299787653360504,4.4612856,1.8623918896623042,30.4013,0.053780356006019485,3.8642824,-305.2046,190.66386,-47.299625,-11.895696,-9.076991,-1.420768,8.292768,-5.220839,-8.1566515,-2.7400599,-4.5466027,-5.4673448,1.3077564,-0.33254007,2.674984,2.270033,-2.5310345,-2.18825,-8.791398,-6.700948
siren,0.0011914667945888326,1892.5130637109346,1.135050983766353,6.0269856,1.674282510204164,23.676716,0.04527602885467381,3.1049843,-314.4652,192.00299,-39.029312,-14.788165,-8.196993,2.3084948,7.634561,-3.3536918,-7.200173,-2.6404073,-2.1966007,-5.103643,1.3112333,-0.36986563,1.4233361,1.3692781,-2.4901783,-2.728166,-8.220655,-5.8595076
siren,0.001267447703740681,1885.201549939308,1.187112245241111,6.0715213,1.5339874921562122,20.340391,0.04011845922205177,3.1284945,-322.2554,192.37283,-33.895912,-17.519974,-7.0459146,5.9250484,7.2173553,-2.0836828,-5.5419955,-1.8374169,-0.18587293,-3.8583627,1.8057072,-0.34816658,0.11978145,0.9791895,-1.789048,-2.5902035,-6.808234,-4.052538
siren,0.0014160938490944766,1922.1701901676633,1.1158036844807573,4.7719445,1.3587217986477642,20.241186,0.035610330788754696,3.013303,-332.82037,189.5547,-30.289612,-20.063782,-6.5614033,9.471037,7.0540705,-2.693061,-4.126066,-1.3852298,0.7785493,-3.2214758,1.7737148,0.776215,-0.3610084,1.3387091,-0.8415962,-2.164949,-6.4943414,-4.4682007
siren,0.002257258719697163,2085.703822441101,1.008681092900899,4.304428,1.1170957796156904,14.303947,0.032365349158164775,2.5906394,-342.20282,180.26474,-24.955032,-17.509079,-9.687447,12.163285,6.2076807,-2.8202217,-2.0877514,-1.0085446,0.3957906,-3.4623828,2.2716937,2.2482655,0.93880445,1.975305,-0.2855644,-3.0045877,-7.95808,-4.874222
siren,0.0026635534418544366,2177.7244460517118,0.9006809425334179,3.3726387,0.9648675697691406,14.337888,0.02922129897465242,2.088155,-350.56766,174.33841,-21.427069,-13.811264,-12.643515,10.8425255,8.277431,-3.0380917,-0.5244036,-1.5929742,-1.9219999,-3.3861094,1.032712,1.6211003,1.8848244,1.7096405,-1.257563,-4.6078534,-8.398909,-4.027217
siren,0.0005804027571170794,1977.4738441338652,1.1712493391409837,6.289006,3.4876756917219853,53.783638,0.13909524633328513,13.084554,-246.50331,191.60136,-74.39009,2.4681976,-14.897385,-4.9641113,5.7172556,-11.78653,-2.1131237,-5.8122926,-15.228629,-12.127704,-2.7208474,2.0966806,4.1931753,5.971725,3.502844,0.351848,1.0834866,2.1809652
siren,0.0005771401713254686,2005.343954084488,1.2895186715218723,6.1404266,3.6691879960075324,53.15644,0.15110648302141028,21.321136,-241.5558,190.28795,-76.47386,4.849713,-17.456491,-3.8678513,4.749261,-13.355147,0.006161057,-6.9437585,-12.416548,-9.927896,-2.3400939,2.898943,2.018003,4.438534,1.1915151,0.23771296,3.450104,2.9589915
siren,0.0005609464544829899,1990.1906503394064,1.378771222496601,6.186817,3.7127148666045877,52.537285,0.14775785312459846,21.755062,-241.92056,190.63858,-75.29792,4.948704,-18.60464,-2.2198086,4.866081,-13.040902,1.3128142,-6.6715984,-11.325868,-8.939809,-0.48764002,2.9174676,1.7346425,4.1283417,-0.38468876,-0.47863972,1.307349,1.798296
siren,0.0007089515059319177,2001.4506637446664,1.313148974043248,5.2300043,3.0495087349749954,36.87663,0.11582717958138977,16.990139,-257.32556,188.64989,-69.29747,0.9612414,-17.276697,1.044941,6.564819,-11.616937,1.3662124,-4.5550156,-9.248103,-8.027788,0.486484,1.5985194,1.4388748,4.400552,-1.0706083,-2.3169663,-1.6737659,0.9844956
siren,0.0007414907753548545,1995.0605371544398,1.3090760773359933,6.358668,2.802485879533538,37.87386,0.10067538472958577,7.7313848,-264.80807,188.47707,-65.32153,-0.6796381,-16.588284,0.8619406,7.5507092,-10.672713,-1.1012487,-3.025483,-8.132454,-6.837749,0.854065,-1.5389591,2.6494803,5.2643404,-2.0127633,-0.93650585,-2.3883622,-0.6685927
siren,0.0006616200874239017,2008.8840181695912,1.2761383387069993,6.116962,2.9625700618113404,35.40658,0.1030230049446594,7.9286637,-262.28973,187.72017,-66.29942,1.6897049,-17.916546,-2.1838515,10.18699,-9.92725,-3.7681024,-1.5314361,-7.705606,-6.373028,-0.41468224,-3.2434022,4.965763,4.582275,-1.9561899,-0.06007465,-6.5085444,-0.9136477
siren,0.0007303596114439458,1997.428780216868,1.2055424551621314,6.166326,2.720173896208857,36.377888,0.09348868715242827,8.669343,-269.58615,188.8254,-64.35461,-1.13821,-16.464731,-2.8075442,10.082833,-9.628143,-2.6523483,-1.3552874,-7.077757,-3.9631062,0.20262964,-3.3593588,2.4659002,3.2513459,-2.021224,-1.8967777,-6.5374427,-0.37288368
siren,0.0009550466327050674,1951.0648206085823,1.1266421023043771,4.778783,2.20360963149267,30.992088,0.0709417649185731,8.463725,-287.61322,190.8327,-55.529892,-6.8422637,-12.335999,-2.1255608,8.1867895,-8.403446,-4.2839446,-1.8462993,-5.789322,-3.368006,2.1068683,-1.6672959,1.3300567,3.2018485,-2.3311996,-2.055882,-5.6650863,-3.2960052
drilling,0.09111415096521476,6728.015002068422,0.7521160875550505,22.894588,1.921833669662033,19.709,0.7212317225837418,17.79825,-156.91069,32.002884,-62.944202,-3.7391493,-29.667776,-2.8662944,-23.295977,9.204612,0.08621427,4.850724,-3.1944928,3.096979,-8.61628,7.65218,-8.166786,5.259007,-1.6821066,10.320256,1.154872,12.526468
drilling,0.10757275726249878,7064.535252228293,0.49952245525584776,10.662404,2.380497024016471,19.351448,0.8873241639878509,18.023027,-128.62953,24.11232,-63.44708,-9.416935,-30.69443,-4.447241,-22.45442,5.6452756,-5.1896257,0.838757,-6.572897,0.63491094,-8.802733,8.460772,-8.406987,5.941399,-3.4457853,10.074832,0.6121952,12.091711
drilling,0.079740785349636,6550.233830813903,0.2967911909724339,2.2946274,2.0168621247355953,16.516321,0.7292327904355598,29.656372,-152.52759,31.887997,-70.80099,-8.075243,-31.0676,-5.109321,-27.268345,8.258902,-4.167113,2.016649,-4.501694,3.8928843,-10.217303,7.2159996,-5.127914,3.298871,-6.826581,3.6331615,-3.4581428,7.580241
drilling,0.05784465436219297,5826.160188048858,0.48010078010339335,21.116488,1.210017239418307,14.16999,0.4001737964329013,28.886745,-217.89557,49.363564,-72.37229,-1.2630672,-26.495352,0.7598421,-24.28755,8.109219,-0.06791979,6.130225,-1.051681,5.155663,-5.774114,8.47999,-0.76962256,2.1875877,-7.509865,-0.03206612,-5.5050373,3.315006
drilling,0.10223558370737319,7022.455918058801,0.3308154180723759,2.7253041,2.4539833926529098,16.337297,0.9154182824719739,18.19472,-127.99385,20.975552,-68.67687,-12.28833,-32.058067,-3.6401172,-20.885363,5.6484876,-7.333157,-0.9017933,-6.6111517,1.5135894,-8.275983,9.342821,-8.70559,4.1194468,-5.058949,7.6268234,-1.6947539,9.78283
drilling,0.09913818561967383,6973.508503378119,0.3623404020137762,6.0686426,2.3833866883944723,17.260752,0.8950052429847865,16.970682,-129.8178,22.584654,-67.66239,-10.60074,-30.788933,-4.9697003,-21.860651,6.457739,-6.7858047,0.43306327,-5.579242,2.0577574,-10.146,8.993438,-8.15526,4.3408628,-4.409311,8.074659,-2.4028695,9.363874
drilling,0.10365510473344872,7023.958925382176,0.37017199143809537,5.808998,2.2515240962411127,14.636886,0.8187150479203955,19.443682,-135.6471,25.517874,-62.053577,-8.571788,-29.572834,-7.4676957,-24.845272,4.0571446,-6.9365077,-0.34734634,-6.0465155,1.7607169,-11.266253,8.064612,-7.261124,6.538356,-1.6885573,10.661927,-1.5496206,11.01699
drilling,0.10732700238796941,7054.6419033841685,0.34201342956067765,3.0493572,2.2157130844191713,14.497703,0.7944808827797614,19.335245,-138.25122,25.199844,-60.713825,-7.9085402,-30.023794,-8.830824,-23.827158,3.8996887,-6.186744,-1.9913688,-5.9763107,1.1147078,-12.205498,7.171087,-6.0951176,7.7807293,-0.47809535,11.68164,-1.8549799,11.886316
drilling,0.10615178739572777,6984.550584917607,0.34104067026337515,2.3078485,2.2523237467076713,13.517365,0.8022990919549996,17.159286,-137.45673,25.741533,-62.066624,-7.7511897,-30.25909,-8.346415,-22.933193,4.432804,-5.6466274,-2.5250294,-6.047519,1.068669,-12.55111,6.7232804,-5.704078,7.284085,-1.64668,10.622466,-1.2922257,12.307523
