class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
street_music,0.0013808172006764031,1936.313403663271,6.3836287750925305,36.828423,2.020471206327267,76.52081,0.07467245822284084,8.928248,-269.46906,173.03824,0.019754125,15.568879,-4.153861,25.325068,-5.1073556,4.9488664,-6.165801,11.940757,6.050517,-3.7496533,-0.53619426,-2.032272,2.1160047,-3.831234,-2.3510413,0.5189268,-4.890303,-3.5739229
street_music,0.0016771676796201644,1936.616480730341,6.482691609058875,45.57184,1.9423470183542173,64.7161,0.07111619306682675,8.611768,-272.28513,174.22514,-0.38520128,15.381502,-4.563792,25.14272,-3.645966,4.6987553,-4.1271214,12.783577,4.515037,-2.8208477,-1.5624846,-2.4300203,2.0362577,-4.136663,-2.4168131,0.16920005,-6.9377627,-3.9157941
street_music,0.0020238846931454686,2090.0486743284378,6.0988470435197515,45.549595,1.8972679657364173,59.812977,0.08150313702587797,13.69326,-267.9684,166.4111,0.13782397,17.392244,-5.424632,23.165163,-1.0366423,3.9528496,-3.4666834,13.651695,1.6187813,-6.1949253,-3.2020755,-3.9847429,1.8827516,-2.7531495,0.11450593,2.5876546,-3.3451397,-1.988619
street_music,0.0015058117864258668,1941.1444490564384,6.265595351409815,54.680347,2.004574544631954,63.877052,0.07598203894408398,13.11349,-273.2106,172.08559,3.0562034,15.5944605,-4.073634,23.305056,-0.85868585,7.1471186,-5.456526,10.405017,-1.8951044,-6.367331,-2.3261416,-4.5752654,0.28843307,-4.323856,0.5806351,1.4705794,-2.7855592,-0.7706173
street_music,0.0015108654396169805,1855.65458094887,5.713723583427407,40.10922,1.7541492423256662,52.723248,0.060160665368410755,12.234641,-287.166,177.74774,1.8151866,18.125872,-6.3163395,23.216457,-3.026599,5.5935693,-11.85164,9.505227,2.3179424,-2.7730129,-0.18513347,-0.9634155,3.1384826,-2.287692,-1.6758621,1.2879392,-4.8364034,0.08813746
street_music,0.001635756444665131,1992.3347722752967,5.623068413866036,40.449917,1.7430794763617687,53.907818,0.06841177963556441,17.055859,-279.594,170.74359,0.54512525,19.426865,-5.7724085,23.821203,-3.6042004,3.7560165,-11.141485,12.327171,1.9802426,0.29324633,1.6346745,-0.33362,3.4553764,-4.5417376,-3.9752812,1.5474111,-3.9088705,-2.0094202
drilling,9.139602896105592e-05,3924.515136557907,7.79139536772278,43.128407,5.161498850917776,46.41631,0.32017691354369376,34.728428,-232.36855,209.61136,-89.37419,48.95375,-12.769402,7.0542336,-0.2979208,-9.044365,10.299923,2.693003,3.4850652,0.6322581,3.1691396,-2.5286722,3.919287,-5.123453,-9.694143,1.7916667,-4.1977234,-0.26343623
drilling,5.758468814965163e-05,3553.1785218517907,5.825129430218675,60.184383,4.607055952643821,82.30559,0.3029881719304159,29.034948,-238.25555,204.49188,-89.51133,29.134861,5.01514,-3.8139226,6.857876,-12.343468,5.553609,1.8785319,1.3079876,1.3716227,-2.6855874,-2.699983,-1.6444396,-5.018545,-5.9929767,0.2683018,-3.686052,-1.8182154
drilling,6.424969823966044e-05,3689.05134922032,5.150415968313207,60.965786,4.0128352857991185,40.695065,0.2949170985977277,20.257616,-250.04407,205.8362,-99.62146,29.952662,0.8270365,-2.3834884,5.632773,-11.609761,6.0771213,-2.0247414,1.6150169,0.5034041,-5.8223753,-3.4660537,1.1206349,-2.8349504,-6.0065384,1.133135,-3.034118,-1.1656815
drilling,8.173554294157312e-05,3972.9879421439637,9.463429415314527,70.11819,5.062074847597786,42.992348,0.3590050351911007,16.384613,-224.5327,201.35602,-90.416954,45.395336,-4.0554733,4.433841,5.260206,-10.913067,8.716875,-3.57128,0.28918692,2.2328458,1.2546494,-3.7914064,3.2681408,-2.7470875,-8.440262,1.7780985,-5.6445575,-2.9056158
