class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,0.0015965046040946618,2495.7322976400455,0.09276992509793282,0.7604042,6.441710525526037,103.99656,0.37413070040830176,72.79896,-275.1182,119.94202,-98.53286,-66.60548,-42.48642,0.40213037,-28.352808,-5.5097575,10.2289715,4.9934273,15.709276,0.21779108,-2.4716275,-1.3090203,-9.596349,0.060245182,3.033216,1.2753559,-5.5450125,-10.447482
children_playing,0.0004607879873905061,2229.0691326319816,0.6204076052859993,3.7076478,0.14087758605297573,3.2323043,0.018037963114429196,3.848844,-500.9422,185.2791,-86.73012,50.013317,9.12933,22.648664,-3.6538,12.262982,7.6969147,-6.46875,16.996271,-6.642486,1.5052584,9.502501,0.75548536,2.9614024,2.782999,8.56454,-1.5735815,1.7530642
children_playing,0.00046987086142231103,1951.3679163332788,0.5478756618011824,4.2579823,0.11283581800616262,3.9037359,0.009319066329390746,1.0339388,-531.3129,187.20842,-70.58869,40.57582,9.024836,18.465755,6.2746043,15.512786,9.650081,-7.147046,16.22538,-5.7349725,-0.9110984,5.604236,0.85212517,7.364156,0.34205356,7.231574,0.22982496,-2.6516714
children_playing,0.0012255324413738404,2652.528880776136,0.6525464085060968,3.7819307,0.16591492996932886,5.263039,0.02002158454102634,4.1776013,-476.68835,160.30865,-62.98635,50.75118,-0.19557291,32.776165,-17.510292,24.72809,-3.8793783,-1.7680391,14.019302,-11.229858,6.296789,1.1470506,12.407727,-3.6147342,8.199722,0.75177443,-3.906926,6.736927
children_playing,0.00047073487303746133,2092.547407782006,0.5844173035202412,3.0504453,0.11146788979174112,2.077236,0.012622472421476056,2.087248,-521.33887,185.59746,-82.17255,46.63329,11.783383,23.567127,4.2748327,13.634862,6.1199784,-2.869653,18.09688,-7.2678046,-2.843901,6.9187856,2.0521152,6.2888713,-0.9321129,10.584878,1.5751157,-1.2911648
children_playing,0.00039929219594763495,1898.7304923915558,0.8157528409080671,5.9087586,0.11267031465187603,1.8712001,0.01003447117250836,0.9863655,-516.52313,179.02605,-60.62988,47.805504,11.405507,20.92668,8.236518,13.239033,10.902902,-4.7799253,14.447383,-5.822021,3.3895926,4.577774,3.0236554,7.179672,0.5208128,7.246144,-2.3390121,-1.517622
children_playing,0.0005005965863887653,1889.187893399418,0.597203263382198,2.7944582,0.08474873623695772,1.7266449,0.007217605509860268,0.7330701,-547.25397,182.03786,-59.278522,53.36658,6.7795353,23.786201,6.91553,10.918057,7.776902,-4.0378265,13.999532,-4.7277193,1.70502,10.152875,1.2422552,8.28493,-0.9642527,5.574337,-1.372225,-2.3742282
children_playing,0.0004854739053331761,1939.850836635963,0.6629946630672497,3.501312,0.09247397026651039,1.5521281,0.008011505675768684,0.69024014,-534.93164,179.83087,-60.323063,52.31952,-0.23059365,19.593061,11.036361,15.301881,13.553228,-3.4491649,15.3396225,-4.0683537,2.7048228,5.823902,2.1011186,5.1030154,-2.2606864,6.554864,-2.3115473,-0.25355574
children_playing,0.00029515790566633305,1746.2618978720084,0.704460224687844,4.6694703,0.09290066941398042,1.1681861,0.007988885682757954,1.4183179,-541.5011,186.2984,-59.69659,44.19129,15.95847,13.114977,14.2729645,12.914469,11.381509,-0.39525717,13.814213,-4.4134965,0.65506506,9.89751,2.0653527,5.476695,2.8694136,4.287398,-0.18765025,-0.35510755
air_conditioner,0.000724403247325111,3087.941999506346,12.000421486305665,53.4497,4.729555655557844,32.106094,0.7627884097202722,25.49718,-119.52722,150.61382,-86.76193,51.243862,-12.146849,38.94472,-19.478456,31.35978,-10.667614,10.850493,-7.098677,3.3127334,-4.640589,3.8544793,-0.22163318,1.4100757,6.3842754,-5.795809,9.464822,-5.474033
air_conditioner,0.0006060278900237619,3037.8277035806827,12.380079811919426,52.022297,4.698650628598272,28.31848,0.7350053426258473,24.085464,-119.48197,151.99724,-86.513,51.175034,-11.407362,39.146133,-18.70148,31.291265,-10.297272,9.9724865,-7.3011804,3.485396,-4.3553395,4.168665,-0.7852686,1.9220355,6.2043366,-5.043983,9.201365,-5.247738
air_conditioner,0.0006149738658796591,3088.9794311842265,13.836024251802677,57.581303,4.8901715673290305,29.276808,0.7998473306776479,30.10865,-112.51965,150.04193,-86.77644,55.290363,-13.636679,40.59501,-17.404102,27.165014,-8.186053,8.262962,-5.3327527,2.7891,-1.7198201,3.2838042,-0.6034566,1.9714327,6.374493,-5.337402,9.111039,-4.3333507
air_conditioner,0.0006099596871839215,3090.642799153532,13.555841313639412,59.260006,4.842400263818522,35.775597,0.7940813910822448,22.829073,-113.66277,150.01439,-87.035774,55.972694,-13.621748,40.280968,-16.966434,26.51738,-8.16462,7.949431,-4.742564,2.0134695,-1.650127,2.9201238,0.18262006,2.1727703,6.3299637,-5.370831,8.844369,-4.251716
air_conditioner,0.0004325132074671379,3042.1331818248746,12.29263363464533,52.8449,4.621078760129152,35.467514,0.7402238017065235,22.547482,-121.13484,153.37592,-89.623436,56.95552,-14.761192,39.100906,-16.865608,27.273321,-7.9162207,6.8137426,-4.0570226,1.4254603,-0.5555303,1.4272037,0.799927,1.7289581,6.14149,-5.755362,9.046235,-4.3378687
air_conditioner,0.00040470535809552106,3027.872970824889,11.758163761629358,44.192875,4.450691898633787,24.129488,0.7180142494360252,22.955505,-126.57585,156.88809,-93.126335,59.57105,-17.127811,39.867542,-18.660145,28.818504,-8.558303,6.9382744,-4.041934,1.1277938,0.41731215,0.6373527,1.0027704,1.0048096,7.0078096,-5.949993,9.399192,-4.401369
air_conditioner,0.00042699264569977377,3035.9974721898043,11.826666466430693,48.289154,4.411494171678186,20.960135,0.725962369055072,22.797573,-124.75409,154.67365,-91.173454,58.056942,-14.890136,38.152504,-17.927715,27.3092,-7.756814,6.6879544,-3.3906922,0.34052306,0.5766176,0.7971758,0.7521702,1.1041379,6.8007765,-5.1493835,9.248048,-3.8844068
air_conditioner,0.0004236729498834525,3019.57513247758,12.353370226319825,46.154636,4.473608076759886,25.11896,0.7326070682768434,32.712852,-123.94304,155.45319,-91.2888,58.46938,-14.500301,39.25389,-17.991442,27.876534,-8.252531,7.257835,-3.3855424,0.48058718,-0.044644885,1.5114771,0.45184913,1.4569316,6.581482,-5.2064714,9.387345,-4.3507414
air_conditioner,0.0003858908279073438,3025.1262541962096,12.436330713844601,43.234337,4.475628793952908,26.149635,0.7322579112650168,31.8845,-125.39724,156.85916,-93.1244,60.425488,-16.372087,41.37898,-18.897278,29.250744,-9.060904,7.444223,-3.5968785,0.83762205,-0.8445217,1.7357503,0.45151454,2.0818536,7.037691,-5.917015,9.577248,-4.631868
air_conditioner,0.00039358031725092533,3022.3556032059237,12.385294270064088,56.731,4.513730238892739,23.127253,0.7262190846268065,19.61834,-122.84466,154.0734,-89.70588,56.850285,-14.632778,38.35906,-16.94349,27.504375,-7.0573583,6.4343147,-2.2492073,0.8608117,-0.5968411,2.036184,0.58586884,2.531616,6.6725826,-5.3883843,9.037585,-4.2918677
air_conditioner,0.00039458741291351887,3012.855255272811,12.060067839718599,55.7579,4.553883006925165,23.139093,0.7228394761983002,32.316162,-122.60301,154.52167,-89.43623,55.59582,-14.928416,37.84101,-17.294123,27.091486,-6.4225974,7.0407143,-2.8085976,0.6133552,-0.4683876,2.038362,0.047026925,2.066224,6.0107207,-5.4796996,9.403633,-4.0913286
air_conditioner,0.0003777786512332766,3002.6063607492333,12.056210283666472,46.593666,4.545480935410529,26.17322,0.7189818024436452,33.387794,-125.19969,158.15942,-92.43666,58.62157,-17.738825,39.832874,-18.931276,28.808798,-7.111215,8.305843,-3.7410522,0.6623076,-0.50331056,1.3681675,0.26291898,1.636919,6.2737007,-5.983752,9.937336,-4.506365
air_conditioner,0.000550099038535837,3019.3286947918464,12.309663796644603,47.77573,4.675382462829307,28.475138,0.72516622196895,38.36964,-120.76062,153.18344,-86.931786,51.877155,-12.106861,39.319767,-19.094833,31.379925,-10.541712,10.356972,-7.5993195,2.959921,-4.6727147,4.771946,-0.611739,2.2645493,5.84157,-5.3574376,9.521305,-5.7543397
