class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
drilling,0.00012274302509796613,2748.7993229142003,0.9531056524664933,8.355071,6.547760491133147,66.244514,0.6942122091805116,52.15422,-178.2209,158.6566,-131.0062,18.22632,-38.299007,22.129606,-20.743706,0.04552533,-0.4261693,-10.749657,5.3673444,-12.784072,-7.706432,-16.800133,-2.5732443,-8.141154,-4.2605243,-5.162556,5.8543315,0.41136348
drilling,5.072548794777359e-05,2462.5079572733243,1.0367665088203046,9.109149,9.506122934462,118.90427,0.7888177867042424,46.057262,-121.96524,171.73811,-124.67303,10.833599,-33.775234,14.302647,-20.80818,-6.171052,-6.475048,-16.196053,-0.31600085,-16.136229,-8.261051,-18.455997,-7.173235,-12.418039,-9.14984,-5.770334,2.02997,1.0760329
drilling,3.8400778000810746e-05,2338.9826025312864,1.218961780183827,9.269056,10.281629677381746,50.173702,0.7717965908307048,44.696472,-124.33512,191.35385,-128.86067,19.75637,-43.85553,18.45161,-27.614164,-2.665981,-8.67509,-15.193992,-3.5736902,-20.270554,-6.520517,-21.316208,-3.679154,-14.525207,-8.224388,-8.761574,1.6247526,-0.4286339
drilling,4.5279509414694324e-05,2352.183034511775,1.2064998284077433,8.126852,10.120396357216624,51.751827,0.7960857872753659,41.55495,-121.5721,191.35522,-126.368805,21.966711,-42.90731,17.522362,-31.46003,-5.674013,-10.93725,-15.167275,-4.10504,-19.436172,-3.9796507,-19.706102,-0.6698114,-12.413361,-7.358717,-8.7206,1.3563931,-0.8191618
drilling,4.95901850534711e-05,2435.9689759843022,1.8812992425291948,44.67668,9.890786444660655,54.999447,0.8522579261821945,66.4663,-120.29384,183.78026,-130.15817,20.199444,-39.873398,23.407108,-27.780628,-1.997989,-7.323375,-10.313203,1.6326874,-15.655704,-1.8639106,-16.640068,2.603189,-8.978517,-3.4535532,-6.5681853,2.8090212,0.5628337
drilling,3.859218297978826e-05,2634.2112258843867,1.2183949503471818,10.511016,7.598000819333523,79.326775,0.9897734927640206,72.769356,-141.0318,159.35986,-152.96594,9.928246,-31.74765,24.064407,-18.637377,5.389382,1.9627277,-1.8129829,1.1943713,-14.443461,0.6346112,-10.101429,8.699719,-4.0678744,0.09499556,-4.614799,1.4557459,-0.33487353
drilling,3.3569821974104846e-05,2598.8067046466385,2.5247249173877786,39.750286,8.157110220265155,79.57548,1.0187870456066865,74.270905,-132.61014,165.48343,-150.15012,13.745582,-27.956743,26.688831,-16.377674,5.710891,2.807029,-1.8666711,4.694804,-10.684049,1.791025,-9.547889,6.8426347,-4.771669,0.6065186,-3.778171,3.2856042,1.1924609
drilling,4.802902570362135e-05,2976.316928259742,0.6767823753120593,12.231806,6.179011997338371,79.89498,1.2036472157280986,59.108166,-144.52998,122.83985,-174.76727,9.023396,-38.137993,25.348099,-17.48847,5.431961,8.1520815,0.26237336,9.330003,-6.4424205,6.8600984,-2.1994798,10.997236,-2.0621493,3.9578896,-0.6833495,6.4192395,3.4953184
drilling,4.4841646039445105e-05,2972.239428988267,0.7094061105365804,7.906737,5.9015725911386285,84.54947,1.1425111882568264,60.38935,-147.83232,123.532135,-172.50291,9.477653,-36.47188,24.227459,-16.351511,4.1185865,8.142837,0.56532425,8.449598,-6.35182,6.63484,-1.5827322,9.278389,-3.0204492,4.142891,-1.0340035,5.9044456,4.227216
drilling,2.7077182955732837e-05,2513.209549661229,3.5196274983985485,38.11985,8.239519075284365,62.904934,0.9723662390010032,73.796455,-132.02902,175.48647,-143.43478,15.835879,-23.65742,24.642828,-15.863255,2.8487065,5.2099576,0.3602526,9.225607,-5.5405197,2.8949776,-8.921465,6.015483,-3.7351394,-2.2777889,-6.326765,3.0328133,1.347679
drilling,2.8567559673029935e-05,2480.7581698398344,2.862068773964285,27.529148,8.3905116119691,107.98118,0.9452155244170566,55.076134,-131.15573,176.40921,-139.18164,12.475781,-21.481297,18.6929,-15.595578,-0.9031769,4.475302,-1.6434296,7.703318,-6.2463245,-0.6297646,-8.70842,3.748541,-4.2274394,-6.1756296,-11.548119,-0.9145279,-0.9690099
drilling,2.870193828631022e-05,2465.3580329264037,2.966508129675534,18.485107,8.46529973364699,112.5284,0.944836365156806,54.574883,-129.1435,178.71873,-136.63043,12.70918,-19.536228,18.399055,-14.663151,-1.0802495,3.728362,-3.3802037,5.5859933,-5.903894,-0.8480771,-7.9731345,2.9076843,-3.617732,-5.022381,-12.694936,-0.51269054,-1.4590378
drilling,2.8240874356318577e-05,2511.2817875670253,3.1655638636705343,18.073689,8.40727769408394,68.600296,0.9787144693170419,54.897617,-129.40854,182.2482,-141.78764,20.012562,-24.864552,23.519632,-17.689627,-0.021879334,1.4341261,-3.3294692,5.697178,-4.372891,3.172551,-8.459241,3.7206688,-4.4834113,-3.385316,-13.82423,1.969705,-1.4890246
drilling,2.8519004761461552e-05,2505.8626083286244,2.3131070307271084,16.381937,8.608616146980097,75.103714,0.9480174040973006,120.90562,-126.69211,173.37607,-136.33508,11.216865,-22.349743,17.070557,-17.022228,-6.018536,-0.17907812,-5.826706,4.280132,-5.0901666,-0.19343306,-9.60894,-0.020011902,-4.5939894,-6.3753204,-14.6977415,0.30814916,-2.6601954
drilling,3.964763034119919e-05,2581.433964966663,1.6328336894942745,19.924955,7.657718371326549,73.5677,0.9065094299696238,117.39139,-139.53389,161.83368,-143.30333,7.5395126,-24.467867,17.390556,-15.728196,-3.1642473,2.4285543,-3.0580263,5.874725,-6.6739936,-0.75958467,-8.999978,3.059023,-1.0249722,-2.0729737,-9.669581,1.9883474,-0.5282366
drilling,4.214343769991251e-05,2812.859443183667,1.313402488829595,20.367004,6.54517732364717,56.20906,1.0406429530496395,56.510124,-147.44327,147.12561,-164.1958,14.906741,-35.35643,24.057962,-16.8261,4.793483,4.675615,-0.7478504,7.2833147,-7.02511,5.6540728,-4.225739,10.820712,-0.04480449,5.5354705,-2.37595,6.9760714,3.3252327
drilling,4.891940024327082e-05,2964.53054251449,0.9376077200421065,16.998652,6.457985925325424,48.475464,1.2253108867358395,59.2428,-143.5654,135.31871,-178.34497,17.850561,-42.897533,27.55425,-19.967136,7.4913263,5.868367,-0.3948045,8.327435,-6.854516,9.283881,-2.2590475,13.174683,-2.390066,6.148081,-1.1435463,8.00899,3.8281562
drilling,3.895908115075044e-05,2695.997682448805,1.1781164583173624,8.69371,7.055805852364674,89.706055,0.9050625195764169,55.237217,-159.36127,142.03026,-158.38307,0.9918967,-28.96807,23.835333,-9.1603365,4.8564634,7.9751515,0.40451387,7.4811754,-5.5399837,6.671878,-2.5710397,4.7332816,-4.2107215,0.87919027,-3.7494678,-0.45825154,-1.7794492
drilling,2.5176993206158564e-05,2618.726453896264,1.486094312889137,8.003072,7.121445291562463,66.54768,1.0109818775492494,50.47787,-146.3235,171.16096,-149.38838,21.268097,-20.03739,21.664436,-28.140564,-10.461554,-2.213107,-5.319391,7.856427,-4.766314,4.109876,-12.684356,-0.38682458,-4.8985043,-4.7799587,-11.438285,0.9577019,0.12897159
drilling,0.009059323426435126,5996.651110327549,0.29801407492372745,4.0221467,4.304754326850894,38.735046,1.3891351494343507,24.78668,-114.48426,54.64614,-98.79156,25.298687,-70.76308,17.82667,-42.767925,19.558697,-27.865593,3.5994596,-28.670748,-3.6400056,-18.1331,-4.523431,-7.14533,-4.1672974,-13.68755,-3.2600214,-13.093636,-12.156418
drilling,0.01077665984593431,6217.188462918963,0.3245438558392175,4.146602,4.980879153612363,40.685455,1.549368461663976,25.089865,-94.91777,51.793987,-93.99221,23.621052,-74.89149,18.703661,-44.896725,19.26753,-29.837376,6.2203045,-29.969713,-4.4960384,-20.092262,-2.1618743,-10.548544,-3.6573546,-15.315752,-4.165128,-14.328781,-11.6924515
engine_idling,0.0022588833395486185,2654.738532315798,12.095916836865017,78.68776,1.518682991133083,40.281742,0.1797952171878962,12.932231,-257.86752,133.72891,-32.72299,52.75366,1.1076179,29.051224,9.3319435,36.194374,11.932243,6.678129,7.661273,-5.2276373,8.133107,-3.9485784,-3.8440168,0.78581744,-5.386059,3.4002464,-0.7592346,-0.9999305
engine_idling,0.0023356526076078305,2667.0263855155276,13.706039915386912,79.165504,1.7203251288432133,42.818855,0.20453856996612815,13.5748005,-244.83832,134.00713,-33.497765,53.068146,0.16908629,30.126192,8.448035,36.63984,12.319493,7.677522,7.201627,-5.2450495,7.639494,-4.0022144,-4.28095,0.7262609,-5.870853,4.0512857,-0.27678356,-0.8331401
engine_idling,0.002344843299900843,2670.9010647456485,13.456794777350176,80.62687,1.7028083737745041,44.766823,0.19451282248476626,8.5231905,-246.33452,133.94318,-34.11029,53.04957,0.016243313,29.602169,9.018298,36.945137,12.184176,7.6380196,7.588655,-5.4237876,7.5330477,-4.4736886,-4.372983,0.5579538,-5.4879684,3.9250011,-0.52850467,-1.0229179
engine_idling,0.002271087702525699,2682.7369679586745,13.329165878231178,82.771454,1.6899028486219139,42.802937,0.19440398783441196,10.068597,-247.0587,133.18257,-33.82919,53.379448,-0.11900455,29.847225,9.285065,37.167652,11.954619,7.4271526,7.8583784,-5.1546,7.7172136,-4.5174317,-4.4721136,0.54528815,-5.197442,3.6629066,-1.0330901,-1.3095181
engine_idling,0.0023115939479253756,2690.03421629577,12.70586834588304,83.94106,1.630901355055306,42.830753,0.19030256304139814,13.148613,-251.66475,132.34422,-32.696358,52.712753,0.3343135,29.425861,9.569438,36.28291,12.54399,6.9692817,7.7445717,-4.8194513,8.030268,-4.3142967,-4.163717,0.63433206,-5.6579466,3.87864,-0.7471899,-1.7559237
engine_idling,0.0025315920916804367,2713.4852163906435,9.019812091855227,79.338425,1.1217382649421677,41.36155,0.1338121839347363,13.17488,-289.63553,129.12752,-30.519033,50.524784,3.6745107,27.086159,10.758198,34.17282,12.772812,6.0053267,8.16817,-4.858638,8.9439535,-4.012745,-3.3400104,0.95779204,-5.203314,4.185724,-0.7529255,-1.5850315
engine_idling,0.0026265638615544616,2714.9349713512447,6.04207828477268,41.041775,0.721367387114387,20.660404,0.08705872547260834,3.6916761,-326.28406,130.96486,-32.764774,52.47569,2.4208992,28.16532,9.856659,35.61839,11.817694,7.562292,8.008113,-4.389147,7.7427635,-3.9758484,-3.455191,1.2443278,-5.1296587,4.092972,-1.0330148,-1.338691
engine_idling,0.0025027943467991294,2692.598049947252,5.873964168366611,39.548233,0.7087620525112519,20.315697,0.08299817893940199,4.3056326,-328.98352,131.47926,-32.73108,51.813293,1.8703613,29.399202,10.4545555,35.644505,12.526517,7.587841,7.6221213,-4.120185,7.066324,-3.9339151,-3.6674607,1.2649094,-4.5705204,4.559879,-1.022829,-1.7838138
