class,mean_spectral_flatness,mean_spectral_centroid,low_mean_amp,low_max_amp,mid_mean_amp,mid_max_amp,high_mean_amp,high_max_amp,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,0.0025011002736126608,2377.639545617125,0.3321710888427999,8.206246,2.3021321538621144,280.71576,0.016846064403414174,6.766982,-422.66644,85.29178,29.302881,4.2570524,-12.912392,-0.65207154,2.2274878,-7.006948,-9.543904,-5.175146,-6.24489,-5.6483283,1.9401965,-2.5021427,-1.8880792,3.921209,1.2327762,1.8353534,4.4608006,4.212963
dog_bark,0.0013336606658930713,1733.363862289324,0.4364485616322042,8.082066,2.6275300868387452,266.60336,0.019142905549742656,6.6994457,-398.04755,115.30107,44.4909,7.053228,-22.04542,-4.346392,1.0143827,-13.975255,-18.518574,-14.0104,-14.934602,-9.411188,2.7870893,-3.0251465,-0.43748084,6.182849,-1.7801611,-4.5598097,-4.140972,-4.122017
dog_bark,0.003876848270553705,2887.708056166815,0.28286547362716874,6.117209,1.639711862912994,267.70755,0.01921514813992558,7.6476784,-434.9947,65.42297,16.913364,5.2118025,-2.6484377,4.86465,2.8460782,-3.7639887,-3.9635484,-1.0313182,-1.0590687,-0.8477702,4.3984857,2.461928,-0.060871508,1.3318949,0.2940159,0.6446748,3.5926325,3.5306604
gun_shot,0.0026174904585229693,2075.989672007795,3.344705585429421,62.642704,0.886409005567807,23.05934,0.05230876125328117,3.6219294,-425.8424,147.59387,22.322763,35.20702,-3.5906003,2.9524639,-4.9579744,0.3951801,1.5242878,3.733682,3.536168,2.5964823,-0.58473796,-0.70540226,0.6082732,5.8326263,7.9141483,5.4846935,5.725928,4.9025283
jackhammer,0.005619807274265343,3496.4869178145996,3.5938210549640353,13.802434,1.9385754555102521,14.340524,0.229975837723068,5.2426867,-219.58768,144.61113,-49.671486,52.820454,-22.0571,12.832976,-12.562679,15.251784,-11.736848,12.064217,-4.073768,1.5804291,-4.546717,1.7054626,0.22935598,-1.2104852,5.2504153,2.3304043,0.7657008,-2.0818977
jackhammer,0.006636385184197509,3653.9675029477307,4.021556884556418,16.15291,1.6819981786155245,11.019745,0.21961258861045097,4.4563437,-221.1688,138.1699,-48.36739,53.526096,-20.514294,14.760724,-13.421315,18.025288,-8.909504,14.851343,-2.2553003,2.5851429,-3.8473556,2.8975472,1.6309712,-0.73127747,5.9512615,3.7516365,2.0635893,-0.79630846
jackhammer,0.006209573711880403,3576.9076912562136,4.330532140797004,19.280588,1.6918699236773875,12.947912,0.22056398734958066,5.0426455,-221.21086,139.10371,-51.20705,51.05172,-20.487108,15.09588,-10.947729,19.355024,-7.157567,15.794205,-0.26964012,2.9177005,-3.8773615,2.677875,1.9894004,-0.055867013,5.8881044,6.315898,3.8159997,0.5766517
jackhammer,0.005813375306969008,3517.2617057638677,3.8835636562085436,16.341728,1.7640318405554327,13.239794,0.2083493992324511,9.133736,-226.57372,141.03096,-43.133095,54.620262,-21.242668,14.701834,-13.020059,15.741509,-10.646259,10.169251,-1.7244084,2.8923814,-4.636169,0.027534647,2.0736818,-1.3028722,3.4640281,6.709598,2.168259,-2.0363276
jackhammer,0.005795139158974362,3532.9829876141325,3.7586866503287752,14.103188,1.7487597861438693,13.7023735,0.20839677696315534,6.132708,-225.45653,140.92705,-43.639057,57.2978,-21.05593,13.552636,-14.009298,15.042426,-11.903787,10.503893,-2.0696235,-0.27976426,-4.2567143,1.2909089,0.7954063,-1.0444465,3.4708102,5.766486,1.457304,-2.7584312
jackhammer,0.006275168179622306,3639.860067155308,3.711672433828671,13.059191,1.8759487874814098,12.665582,0.24565084074548718,7.826699,-214.67065,138.82463,-49.20726,58.766296,-21.774073,11.91085,-12.22796,15.224846,-12.859293,11.235823,-2.717373,-0.66317743,-4.999718,1.1933503,0.3489655,0.33638528,3.848804,6.4864597,1.1349033,-3.8969538
