class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,-461.73755,60.92448,9.410789,-6.467683,-17.132988,-14.699409,-17.408632,-17.477364,-10.592001,-9.396469,-5.9278965,-0.21002164,3.4901018,1.9032027,0.7250925,1.9691224,2.39881,4.2307286,2.6815746,-1.5160507
dog_bark,-412.45303,89.63483,5.137096,-21.25969,-32.627003,-25.113394,-25.233568,-24.206953,-13.5925865,-11.724132,-8.512697,-0.4803142,5.4682403,2.8228,1.2176176,3.0473177,5.6817107,11.40541,8.1185255,-0.71059406
dog_bark,-422.29248,103.49345,9.990582,-18.295668,-32.012817,-21.389135,-26.116875,-29.529512,-14.674273,-9.593646,-5.1424823,-0.18959837,-0.7047504,-4.5776815,-3.6967106,-0.261946,5.250687,12.571208,9.555421,1.3622979
dog_bark,-296.6457,169.77856,31.54148,15.579305,-26.807444,5.402779,15.109695,-1.1047411,-22.68833,10.144202,-0.52353173,-9.645751,2.6964605,-1.8078804,4.404801,-2.3115063,-1.0386227,3.4434114,3.699426,19.009409
dog_bark,-309.07477,155.16473,-23.002523,-61.82139,-35.318134,7.081989,-18.287165,-7.113877,7.245085,5.457267,11.517697,-15.80394,-10.639956,9.326852,-3.1464362,3.6686492,1.2820939,0.24097341,4.367374,8.020635
engine_idling,-412.89355,203.093,14.250454,39.648567,18.086922,2.540926,18.619497,4.9475374,14.595117,14.390248,4.886926,11.959463,6.4255223,3.9308267,2.6754644,-0.96419084,5.3922615,1.9273645,1.1596481,6.0904646
engine_idling,-412.59064,203.23752,14.363052,39.67822,17.820599,2.2631397,18.51486,4.9868,14.306477,14.133884,4.91029,11.859332,6.5779557,4.2195845,2.7351956,-1.037918,5.3774343,2.232047,1.5224503,6.1723866
engine_idling,-412.48685,203.0836,14.505284,39.55977,17.82602,2.2030706,18.460989,5.0225134,14.320548,14.201441,4.968029,11.880473,6.5537043,4.1851587,2.7309654,-1.0506687,5.325925,2.1823857,1.5407754,6.2338905
engine_idling,-412.57806,203.01323,14.449479,39.729378,18.093906,2.25368,18.561327,5.114667,14.4238615,14.341715,5.034014,11.86564,6.397631,4.082434,2.6779053,-1.0414708,5.328027,1.9333179,1.3198534,6.213502
engine_idling,-412.61188,202.79349,14.52833,39.45666,18.113636,2.4131765,18.497969,4.9350953,14.474528,14.385002,4.8540916,11.9516945,6.4543543,3.9121132,2.713847,-0.93542093,5.402837,1.9934542,1.2216673,6.124114
engine_idling,-412.3322,202.898,14.679519,39.445274,17.92805,2.227458,18.425575,5.0472903,14.286844,14.197737,4.9361334,11.835931,6.5034246,4.1307807,2.7048836,-1.053255,5.3522587,2.215625,1.5502037,6.22528
engine_idling,-412.41138,202.83853,14.635173,39.636005,18.181635,2.2282689,18.53113,5.183465,14.422842,14.392116,5.0619717,11.880807,6.40199,4.0532928,2.6563785,-1.0805352,5.307172,1.9407703,1.3164842,6.2140803
engine_idling,-412.6026,202.79498,14.561205,39.559063,18.181976,2.4967983,18.599945,5.0041203,14.530442,14.405005,4.8283596,11.916022,6.4177327,3.8773217,2.684079,-0.97220963,5.3605504,1.9658145,1.2330687,6.15393
engine_idling,-412.39194,202.98747,14.674767,39.48173,17.971138,2.3094287,18.46968,5.0436163,14.280834,14.177269,4.9298825,11.818591,6.479524,4.1415286,2.7258558,-1.0466187,5.334044,2.1682396,1.5048766,6.1863594
engine_idling,-412.61725,203.03072,14.429534,39.704582,18.080946,2.2146633,18.542475,5.160992,14.488695,14.420803,5.115832,11.928299,6.4411736,4.068253,2.6343439,-1.0476545,5.350962,1.9531537,1.3192858,6.203528
engine_idling,-412.97342,203.14664,14.163583,39.80271,18.03596,2.5070062,18.6703,4.9286766,14.573603,14.344494,4.8308325,11.95436,6.443181,3.9294052,2.7048264,-0.9426873,5.4335585,2.0457504,1.2666824,6.149251
engine_idling,-412.59738,203.13295,14.428211,39.571182,17.890053,2.3013551,18.497496,5.0013704,14.291546,14.16422,4.9700313,11.854436,6.4863424,4.1775236,2.7712162,-1.0057544,5.373143,2.1891997,1.505477,6.205792
engine_idling,-412.55927,202.92738,14.457855,39.647503,18.081875,2.2020495,18.517612,5.137913,14.444741,14.378513,5.064535,11.889844,6.390636,4.0507474,2.6807058,-1.0263602,5.3536215,1.9936312,1.4057393,6.314392
engine_idling,-412.5184,202.88794,14.498463,39.57691,18.091675,2.1929991,18.489471,5.1547766,14.456698,14.421946,5.107313,11.913935,6.438602,4.076252,2.6427872,-1.0689042,5.3400917,1.9676752,1.3397586,6.2428403
engine_idling,-412.58014,202.84596,14.530746,39.562687,18.108967,2.4537687,18.595545,4.970805,14.479168,14.355357,4.8218484,11.937578,6.4604187,3.9441233,2.748097,-0.9218806,5.3955326,2.0041287,1.2852371,6.193116
engine_idling,-412.3893,202.9077,14.724838,39.482456,18.000341,2.2846668,18.446001,5.0577555,14.308544,14.226825,4.95615,11.837186,6.4748044,4.11392,2.7204921,-1.0433058,5.3229747,2.1422489,1.4914501,6.2213798
engine_idling,-412.39203,202.85674,14.571977,39.540783,18.147398,2.2382617,18.546097,5.2131324,14.444827,14.390006,5.0346985,11.858291,6.402809,4.028134,2.6231644,-1.0897466,5.309713,1.9601259,1.3223925,6.2017097
engine_idling,-412.5206,202.80014,14.585533,39.521763,18.128536,2.4641688,18.590195,4.965843,14.437982,14.331391,4.8108363,11.919696,6.421814,3.8692799,2.6481814,-0.9938274,5.373366,1.984573,1.2581587,6.172802
