class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
engine_idling,-415.17087,207.11908,-30.185726,21.180763,2.0810306,15.291173,8.701095,14.84952,12.542927,9.71927,17.944801,6.8247876,6.484971,0.33063364,2.2101147,-1.5587999,-0.87928194,-1.0710713,-2.925913,0.52813995
engine_idling,-416.732,208.89702,-33.00582,22.45811,0.7158335,16.621489,7.717903,14.394261,11.272166,9.507991,17.343388,6.244204,6.543722,0.09870754,1.7894776,-2.9561563,-1.0336455,-1.1754044,-3.7469776,-0.61296886
engine_idling,-416.77908,207.6447,-32.47445,20.850197,2.6716359,13.047317,8.674728,15.006348,12.164438,9.209876,15.227443,4.341809,6.571449,1.279177,1.2884711,-4.42303,-3.3065524,-1.2820642,-2.6908996,-0.0037929048
engine_idling,-417.74036,209.66039,-36.173904,24.490423,-0.24599878,15.755295,7.241694,15.846069,10.386765,9.379618,14.796723,4.3806577,6.414413,0.71409076,1.9353232,-5.397083,-3.749202,-2.5013256,-2.4810808,-0.30499944
engine_idling,-415.89536,209.62425,-36.24421,23.009483,0.59258366,14.806389,7.971021,14.919057,10.743403,9.224033,15.758362,4.3043838,5.8928065,0.39070833,2.0944438,-4.9859214,-4.150681,-2.3207283,-2.5318596,0.3456554
engine_idling,-415.7285,209.14719,-34.5632,21.585335,1.079466,13.585015,8.396355,14.7937765,11.511352,8.652593,15.423595,3.892807,5.324694,0.5457641,2.38192,-4.4716425,-4.184129,-2.0881555,-2.9267602,0.32972512
engine_idling,-416.16638,208.33502,-32.989796,21.67043,0.82660645,13.479581,8.330392,15.116925,12.118904,8.222346,14.620517,3.669406,5.7942023,0.80644363,2.7060382,-4.100604,-4.3975215,-2.5506873,-3.6659331,0.28406462
engine_idling,-406.73752,199.07188,-25.565947,18.27725,5.5232215,11.44168,12.410652,13.467914,13.782101,9.432968,15.516329,5.6884193,5.554815,2.6751392,2.2943976,-1.6950891,-4.1974254,-1.37433,-3.7071638,0.7352674
engine_idling,-400.723,196.41661,-26.04433,21.889126,5.7098765,12.271433,13.935465,14.2063,14.519668,9.999206,16.513092,6.870259,7.0337915,4.231831,3.0161023,-0.69484353,-2.599323,-0.1321811,-2.9432132,1.367267
engine_idling,-404.71494,202.97386,-33.23337,26.597748,0.9885177,14.579691,10.561804,15.414387,13.972545,9.71145,16.248621,5.3143306,8.258759,3.3153598,3.713156,-1.9060174,-2.0779474,-0.6519835,-2.8812416,1.4170451
