class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
engine_idling,-319.1734,105.48166,-21.338629,29.147205,0.830608,32.816105,1.8906813,14.853432,-7.601371,-0.65306234,0.113897525,12.665076,3.7734702,2.3129873,0.36640188,5.6241493,3.6549501,-0.59991,-3.3417616,4.049917
engine_idling,-318.75836,105.238884,-19.923483,28.655046,1.2960088,33.48412,0.5568263,14.915393,-6.333707,-0.8385721,0.3467132,13.065619,3.9486904,2.3273659,0.3600837,6.410326,3.530817,-1.2541867,-3.8793585,3.8138134
engine_idling,-317.10703,106.940674,-19.237698,29.551132,2.7460449,33.225754,-0.09377835,15.844495,-5.638176,-0.5380654,0.61667156,13.698651,4.6479597,3.426135,0.8034909,7.0783195,3.5125475,-1.9005694,-4.02072,3.9444776
drilling,-49.25531,39.98738,-45.865284,30.796572,-11.946125,19.88881,-11.702795,14.872605,-17.682652,7.810351,3.3883753,5.998526,-5.4835916,-3.5567822,-3.7627597,-0.6457898,-9.803673,-6.072206,-6.323353,-1.716407
drilling,-51.02577,28.358912,-41.874004,28.255934,-11.553756,23.549599,-13.972393,19.2543,-23.125118,8.621202,2.4743724,6.961313,-4.657272,-7.865261,-0.7870244,0.41874567,-7.60352,-7.2009573,-5.3626614,-6.858935
drilling,-62.03202,23.096825,-43.355583,29.540546,-16.223598,24.277977,-13.604668,17.903515,-22.372307,9.321268,0.016483473,7.2528234,-3.4825103,-7.340516,-1.8197867,0.09333207,-9.456154,-6.4272766,-5.016145,-5.636703
drilling,-368.38187,45.807594,-45.195404,21.71043,-7.04947,17.434761,-4.271773,14.133129,-4.031984,13.269059,5.0612235,12.998341,7.47875,8.0944805,1.753014,5.209683,-1.02614,3.078383,-2.6350474,0.4042409
drilling,-65.88219,50.98841,-46.111958,39.915462,-15.110469,16.96834,-15.498333,16.051315,-7.4649954,9.414983,-4.0196185,5.374604,-1.2501272,1.5343506,-4.333786,-0.28189406,-9.601816,-4.488264,-3.2796996,-1.1499825
drilling,-50.397,53.199467,-41.29945,39.091167,-15.997376,18.947342,-15.417867,14.328646,-8.380312,9.637664,-2.4732072,2.4690607,-2.5713444,0.016096031,-8.198263,-2.7665284,-13.462596,-8.030138,-2.6345608,0.745016
drilling,-52.82496,38.051353,-34.657288,36.824127,-18.263987,23.46682,-18.538788,14.338013,-8.940982,4.6797047,1.7108129,-2.5771604,-1.5835404,-0.7022089,-9.768232,-0.12061131,-15.714612,-7.5149217,-5.2952423,-3.4806309
drilling,-47.989334,22.127764,-27.502695,36.017838,-17.783014,29.605608,-21.111418,12.606392,-8.152244,1.7508472,4.1678915,-2.3709416,-3.1527033,0.91401845,-7.868686,3.2877052,-13.905606,-4.540736,-8.939822,-9.124576
drilling,-130.46497,22.783106,-37.372253,35.127163,-15.290817,28.707996,-16.016315,11.045891,-7.4916906,5.0045857,-2.3275478,5.6381,1.138484,5.781062,-3.7579753,4.079379,-5.703938,-1.3824639,-3.532948,-6.64992
drilling,-354.08862,36.03348,-55.413597,23.187542,-7.5803995,21.422192,-3.53072,15.942293,-7.004492,8.544282,0.20274243,13.843477,8.107812,11.07652,5.5956497,10.916953,4.0902553,4.268873,0.8440499,3.0626845
street_music,-132.38799,171.61176,-99.38488,46.937717,-25.78414,35.848156,-21.424757,3.684927,6.4803877,-1.347139,10.64482,-14.398145,3.075861,-4.2478395,15.203071,-1.284254,-0.886822,-2.453891,-2.8758764,1.5500481
street_music,-122.0606,169.59409,-102.647285,47.858425,-31.269384,34.96891,-25.96064,2.412714,5.67356,-2.2271163,10.6642475,-14.91449,3.0471914,-5.6861033,13.673802,-2.9442842,-1.6309501,-4.0398517,-3.814878,0.48280784
street_music,-116.196045,168.55164,-104.20403,47.49308,-34.210087,35.610367,-28.136425,0.56605035,4.3903437,-4.384389,8.183599,-16.320219,2.7038386,-7.0682354,12.856683,-3.3055382,-1.8791293,-5.0567784,-4.032391,-0.37632677
street_music,-122.037544,153.26324,-93.366905,42.186466,-29.913553,33.741055,-26.5479,0.1344065,1.2844051,-3.9716833,8.162212,-14.584295,0.9040664,-9.031603,9.446144,-4.2012606,-0.8939947,-4.379217,-1.6712292,-0.5336783
street_music,-124.76105,154.99873,-100.704056,51.576405,-41.181293,40.45827,-32.820988,5.669105,-1.4650089,-3.67142,9.921017,-14.599057,5.3255863,-11.228657,12.400519,-7.6878185,0.87478715,-5.1300645,-1.1605024,0.5213071
street_music,-153.86494,152.10492,-99.4517,52.47062,-40.143547,42.768967,-31.462563,8.580093,-1.5477993,-0.9561623,14.00664,-13.714521,5.571919,-11.784757,12.578137,-8.232779,2.4391847,-4.123934,-1.9896649,0.9284698
dog_bark,-340.37827,125.790276,36.924355,12.11057,-7.8474574,-4.6770196,-1.2869205,0.40019056,-0.4188679,-4.063776,-1.4787979,-0.26542494,-0.4286452,0.5159098,-0.47415438,-1.907411,-2.916826,-2.3776872,-1.8288763,-1.9457119
dog_bark,-350.61853,141.69177,38.80571,8.758479,-10.786295,-7.9297175,-2.6661963,0.5072261,-0.753768,-5.6505346,-2.9085925,-1.7970935,-0.22862694,1.3119498,-0.18051691,-2.5381477,-4.2074766,-3.537682,-2.8303294,-2.1180444
dog_bark,-342.4794,123.780235,38.129925,10.8386135,-6.9628725,-5.5728903,-3.0077786,-0.7707778,-0.8863294,-2.9190693,-0.97338176,0.8311263,0.85903186,2.2113523,0.8158603,-1.4395585,-2.530281,-2.5267982,-1.7090857,-1.3506498
dog_bark,-327.27997,137.03831,39.90421,10.837328,-12.316388,-10.271221,-4.220593,-0.53610647,-1.6692145,-5.674155,-2.8872545,-1.2317389,-0.683706,0.8492492,-0.9004362,-3.6743755,-5.1669087,-4.0870495,-2.6876543,-2.3668554
street_music,-207.06454,169.7188,-82.03385,-15.67848,-23.47136,3.7133994,-12.011314,0.65689456,-1.2881317,-21.554134,-9.295908,-12.658916,-1.2862589,-6.3664217,-5.6366286,-0.8250107,-4.598995,-7.4261456,-3.532239,0.58476704
street_music,-178.71909,175.99875,-91.08632,-5.748007,-30.802809,7.1822734,-12.728501,1.0545894,-1.1153835,-16.641802,-6.132918,-13.661537,-0.8550675,-7.438911,-3.422166,-6.443644,-6.927757,-6.7154446,-2.0297964,2.677003
street_music,-190.18628,173.81534,-82.103485,-2.7681477,-30.739426,5.502857,-11.246021,2.6256242,-2.6554875,-19.414648,-5.580001,-10.921931,-0.9688319,-10.838375,-6.261406,-7.2347927,-8.453338,-5.209359,1.3942004,6.0172634
street_music,-201.56133,168.85277,-83.596924,-3.3716872,-27.926481,4.1334176,-9.532815,2.8482778,-2.7074895,-19.419378,-5.1392007,-10.220185,-1.6777078,-12.64927,-7.8760557,-7.7974653,-9.544792,-4.5975647,0.9926453,7.0414515
street_music,-188.81155,165.88783,-80.031975,3.3911989,-32.4705,12.078888,-19.900969,2.3143978,-3.5912194,-18.872799,-2.9534867,-13.692968,-0.1103842,-9.792357,-2.5509791,-5.859901,-7.3289146,-8.20374,-2.7558758,1.4021939
street_music,-214.43304,165.97113,-76.05887,-11.400906,-24.55321,7.0580792,-10.407906,-0.2819466,-6.13063,-21.196495,-4.6494956,-10.121456,-1.0185143,-5.8690166,-6.3054404,-7.653111,-10.457698,-9.73552,-3.0882657,2.9432492
gun_shot,-274.45276,80.30551,-9.38992,8.325894,6.5117803,7.046784,4.6002254,8.230274,2.740443,5.0649395,2.8112223,2.6220815,2.8169925,4.8872757,4.088952,5.5826325,0.30198675,-2.1976535,-2.9010584,0.8861597
engine_idling,-176.4298,141.53654,-21.995735,18.612757,-15.547936,10.201726,-21.309301,18.272678,-7.597905,-1.8575201,1.2914199,2.57938,-1.4237237,4.4622355,-0.9266896,6.8572307,0.85554326,3.0039065,0.44690263,5.4199543
engine_idling,-174.62209,137.55942,-21.038895,18.792759,-15.618591,11.351779,-21.779827,17.18733,-7.965363,-2.4326897,1.3071467,1.6569389,-1.5806928,4.865906,-1.1298844,6.1946135,-1.4276382,1.9668406,0.014077991,4.8690104
engine_idling,-175.15363,139.5663,-19.625742,20.109108,-14.544337,12.778926,-21.416721,18.411331,-7.312329,-1.136654,2.1817808,2.0109649,-1.5955802,4.90913,-0.43527827,6.141249,-1.5998046,1.544578,-0.16737546,4.7897363
engine_idling,-179.95091,143.59222,-19.136808,20.899712,-13.488406,12.025139,-19.800186,19.29869,-6.048995,0.48897582,1.6875372,2.652612,-1.6342254,5.031466,1.0073228,6.4969344,1.1040632,2.4150436,1.108198,5.415298
engine_idling,-186.8475,144.38585,-21.732405,21.214855,-14.683699,11.019854,-19.235813,17.734686,-5.4379053,0.28564876,-0.3169662,2.6281614,-2.148384,5.112305,1.5171154,6.6268554,3.9126875,2.7037113,2.373209,4.9861646
engine_idling,-192.7154,144.71901,-23.385702,21.779932,-15.705605,9.926175,-19.541254,16.619337,-6.031573,-0.4466537,-1.2453036,1.6030017,-4.107102,4.3774447,0.76271653,5.1844835,3.525509,1.6931177,1.9594518,4.5099053
engine_idling,-193.1321,144.29216,-22.076128,22.300026,-15.729794,9.094413,-20.082727,16.262238,-6.6160016,-1.1378763,-2.148431,0.11123836,-5.977714,3.0150015,-0.20037732,3.6188476,2.4379282,1.3291433,2.326057,5.2400017
engine_idling,-190.59071,144.47113,-21.080778,24.54375,-14.07664,9.4296465,-19.626163,16.019096,-7.157515,-2.4967039,-2.9934888,0.34763396,-5.891502,1.9948993,-0.8299065,3.318149,1.8881156,1.0165099,2.7598581,5.4559636
engine_idling,-187.28288,155.66142,-35.251244,20.187984,-12.106046,5.7225122,-23.03922,16.837048,-8.175635,-2.7127564,-3.202625,0.79733163,-2.1972466,2.113899,-0.27667314,7.83023,1.3433034,4.8265214,0.2866863,6.490069
engine_idling,-185.88455,156.35068,-35.707138,20.84548,-11.8558,5.456279,-22.467346,17.311695,-8.861952,-2.8013494,-3.6866522,0.20620015,-3.418576,1.6076196,0.0907792,8.406276,0.8687845,3.4767637,-0.887179,6.522318
engine_idling,-131.85837,162.02129,-29.729385,25.470448,-2.5571659,10.032806,-19.622536,17.951841,-7.8520308,-0.94290996,1.7285142,3.7552607,-1.3147529,4.8627787,-1.9405485,7.632193,-1.8671912,2.584332,0.31453472,7.4883847
engine_idling,-143.00458,159.70166,-30.993994,23.461254,-5.4379644,8.534936,-20.865566,17.046982,-8.682807,-2.0958784,0.79073876,3.6519709,-1.1041421,4.1273065,-2.704481,6.4383416,-2.1768367,2.8162315,-0.51540035,6.9996037
engine_idling,-135.77838,159.59895,-30.513405,23.059261,-5.1771793,6.872563,-22.31134,17.37937,-10.03628,-2.1805909,1.0286667,2.4124324,-1.8621925,4.326285,-2.6852474,6.574239,-1.0634592,3.0278454,-0.7056545,6.710711
engine_idling,-121.87876,162.13669,-28.505854,24.357029,-3.0710464,6.6726117,-21.580435,18.769217,-9.759882,-1.1312059,1.9635584,1.8052747,-2.217524,5.133733,-1.8844597,7.6827106,-0.031955265,2.6326342,-0.64972675,7.1064425
engine_idling,-123.66164,163.49469,-27.532377,24.579353,-2.8498871,6.6706247,-20.319881,18.482145,-9.059392,-0.33490407,2.2300186,2.382594,-2.0971768,5.5684776,-1.5539683,8.289986,0.20670158,2.784632,-0.3329385,7.836331
engine_idling,-191.77133,158.51483,-35.287647,21.202251,-11.773324,5.56676,-21.239384,17.052237,-9.113346,-2.1953552,-4.1018305,-0.064296246,-4.1689844,0.89639443,0.6722518,8.910851,0.880568,2.3115516,-1.4950292,5.8215976
engine_idling,-195.66861,159.8106,-34.95226,21.126268,-11.66529,5.76965,-21.05547,17.624107,-8.206766,-2.072516,-4.2556496,0.16076657,-4.317665,0.45764983,0.43249363,9.038662,1.0419216,1.7899672,-1.6002882,5.6817675
engine_idling,-197.67549,159.88327,-34.162895,21.232708,-11.701057,5.7059774,-21.37221,17.70236,-8.295854,-2.0121815,-4.705056,-0.04662659,-4.5964627,0.6057516,0.3338041,8.875811,1.4299304,1.4369208,-1.6193497,6.4193573
engine_idling,-185.27135,159.23308,-33.997437,21.136938,-10.258823,5.899981,-21.940166,17.36618,-8.29514,-1.8904785,-3.6389644,0.267646,-4.009859,0.94965804,-0.42164084,7.9280457,0.90384245,2.4824326,-0.32719487,6.703964
engine_idling,-155.10336,158.18454,-33.25199,23.021591,-6.0010114,7.6681123,-21.762632,17.404528,-8.534118,-2.4981816,-0.73324436,1.8383386,-2.183026,2.6403112,-2.1245556,7.2029696,-0.11444791,3.9732022,0.8859398,6.7672415
engine_idling,-130.49527,158.86089,-31.868973,24.86331,-1.9762812,9.52785,-20.364172,19.304354,-9.2554245,-2.6519444,1.0757935,3.0702167,-1.3663096,4.360683,-1.8190066,7.791508,-0.31076115,3.5413787,0.5839571,7.038504
engine_idling,-124.13965,160.24414,-30.5565,25.368988,-0.704231,10.456229,-19.251293,19.700445,-8.982595,-1.2256505,1.4195658,3.52724,-1.2649375,4.996003,-1.2271563,8.087701,-0.41322201,2.8044674,0.09573882,6.923855
engine_idling,-125.674736,161.8409,-29.342249,26.029772,-0.8629384,10.62606,-19.110497,18.214264,-8.243589,-0.2088114,2.0194216,3.8395748,-1.2621071,5.4391065,-1.7419847,8.096805,-1.0124984,2.6561668,0.32345158,7.317055
street_music,-434.7556,199.23784,-27.420319,20.280367,-10.266455,6.4360757,-7.874401,3.1983187,-6.6661663,-6.983039,-5.7647176,-1.9936831,-3.5503469,-2.344745,-0.7887328,-0.79799026,2.2355711,0.5925402,-0.73341227,-1.3592385
street_music,-377.62622,190.0145,-29.324074,23.71637,-14.727086,0.51879644,-10.037653,5.500294,-8.681882,-9.157856,-4.3432264,-1.5025791,-2.3199534,-1.6836991,1.7505585,-1.0334549,1.6349312,-0.091992185,-1.2779437,-1.6449344
street_music,-373.21765,206.97725,-41.10949,20.672052,-8.421939,5.064819,-12.731845,2.3783915,-8.090867,-4.9072204,-4.694447,0.5191145,2.1202226,1.893709,2.7473693,-1.8595284,-1.5882831,-3.431772,-1.7103593,1.0280852
