class,mean_mfcc_0,mean_mfcc_1,mean_mfcc_2,mean_mfcc_3,mean_mfcc_4,mean_mfcc_5,mean_mfcc_6,mean_mfcc_7,mean_mfcc_8,mean_mfcc_9,mean_mfcc_10,mean_mfcc_11,mean_mfcc_12,mean_mfcc_13,mean_mfcc_14,mean_mfcc_15,mean_mfcc_16,mean_mfcc_17,mean_mfcc_18,mean_mfcc_19
dog_bark,-365.2083,105.21528,-46.426468,-52.063698,-8.68618,12.473045,6.315891,-0.88563895,5.952045,2.5135448,-4.915331,-2.4649282,1.5414054,3.9975948,6.0173965,6.091111,4.1942897,3.4000506,0.6837442,-5.1845894
dog_bark,-378.45624,128.83234,-33.293106,-53.963093,-23.452284,5.1061788,-0.3268745,-9.2571745,0.0021131432,2.624353,5.418205,11.829362,6.4475203,-4.8813987,-3.0278962,3.4383144,2.9461546,3.3055828,6.1077776,2.9438329
dog_bark,-391.6181,126.19957,-37.683247,-50.13417,-21.39128,7.2663794,1.0804144,-8.565089,2.3765042,4.2189455,5.8620105,10.819316,4.319331,-8.153637,-5.7697062,4.4096236,6.4823785,5.7616262,5.3915534,0.94581187
dog_bark,-384.54202,133.40987,-39.56647,-52.930588,-23.3199,9.315266,2.29001,-9.8329935,0.030297056,1.4376843,3.0742655,8.691679,3.4296954,-8.298754,-4.135758,5.8687487,7.256369,7.35344,6.1023254,0.5422585
children_playing,-389.05453,118.52264,-79.82029,-24.731647,-21.38585,-14.807405,-28.733349,-18.933857,-23.559097,-24.453691,-13.162336,-17.486061,-8.6343565,-7.2075067,-6.4260087,1.3567944,0.62796086,-3.8194213,-4.250199,-0.018459402
children_playing,-368.42404,114.92204,-86.512215,-19.47149,-18.488245,-24.440008,-26.711596,-16.042555,-22.459084,-24.951094,-16.63807,-22.010475,-11.701169,-7.0913906,-1.0564713,6.3333764,2.6415296,-1.7288779,-6.026834,-3.9191654
children_playing,-346.5386,124.2082,-70.08699,-30.656301,-24.290586,-16.584219,-25.614435,-14.180929,-14.799787,-19.607435,-7.7559323,-22.073809,-14.304217,-0.123502694,-2.483234,-4.583755,-3.2972958,-1.3899864,-2.3662899,-3.0670505
children_playing,-309.87186,106.74325,-71.69542,-32.00316,-17.739906,-18.597654,-23.797304,-11.360229,-13.86127,-19.569166,-7.3993335,-19.71067,-8.005822,6.8095403,-1.4371283,-1.7516799,-2.642264,-3.192521,-0.89590603,-2.0148656
children_playing,-340.87048,110.25785,-70.95079,-25.879992,-20.20098,-17.363785,-18.87721,-5.2136416,-20.575201,-18.899931,-1.4795121,-19.835293,-11.931407,-4.497382,-2.954756,1.8742075,-4.0161686,-4.5658064,-2.8985445,-3.5323346
children_playing,-382.75574,125.06835,-74.51834,-16.902153,-17.713928,-12.927989,-24.519209,-7.5541863,-18.802212,-25.311783,-5.4520473,-14.817764,-14.019366,-4.508411,-4.608808,0.5133753,0.010366805,1.2758416,-3.6942031,-3.0240486
children_playing,-392.81973,117.678215,-64.63561,-18.331675,-30.533663,-12.018565,-21.500193,-16.880526,-16.397476,-16.925032,-15.263892,-14.529247,-9.615693,-9.479484,-9.371213,-0.5327205,-1.095454,-2.7225237,-3.5075533,-2.281019
children_playing,-429.3509,120.61498,-53.83233,-21.012848,-20.643555,-13.683142,-22.28377,-20.362823,-15.921418,-16.536827,-16.074486,-14.34352,-10.8771305,-8.514977,-7.1344357,-1.1035857,-1.6478372,-1.1903205,-3.6989896,-2.3073096
engine_idling,-217.82916,164.51964,-40.3031,33.091667,-18.134626,29.013802,3.2257955,14.249821,17.118275,17.129871,12.2421665,1.2267573,5.446618,6.3939805,13.410531,8.203551,-0.049476158,0.9411883,0.18068779,6.1529384
engine_idling,-218.65285,164.12018,-39.640274,33.576023,-17.89108,29.37662,4.037228,13.76716,16.677961,17.286518,12.271581,1.7360423,6.009353,6.710407,13.038113,7.3458533,-0.50488,0.79524624,1.1522214,6.9845953
engine_idling,-216.46107,160.82796,-39.896927,33.778973,-18.446655,28.259706,4.405207,14.396728,18.567112,17.53139,12.391941,2.0202258,6.5647454,5.462801,12.770429,8.031397,0.07756776,2.2780857,2.5677118,7.4992385
engine_idling,-216.0336,162.82713,-38.321976,34.78519,-18.197424,28.200974,3.7806046,13.111823,17.993872,16.677406,12.336356,2.0746539,6.5400534,4.3688216,11.810482,8.24747,0.83826053,3.3559039,3.6424055,7.3806562
engine_idling,-216.42706,162.49861,-38.663322,34.751137,-17.99946,28.7493,3.0842454,13.081513,17.237972,16.71014,12.782393,2.5456815,6.2978473,4.3238273,11.590265,8.376745,0.294345,3.2395515,3.4946034,7.0866423
engine_idling,-218.3024,162.24243,-39.436214,34.471638,-18.142548,29.028515,3.243903,13.014669,17.730137,16.646185,13.032667,1.8839507,6.243627,4.874054,12.246803,8.464722,0.16828153,3.4631858,3.1130717,6.879326
engine_idling,-219.31062,163.644,-38.200935,34.73275,-18.221096,28.717627,3.067788,12.695397,17.573236,15.833007,12.198087,1.0940282,6.4229903,4.8611426,12.585555,8.550009,0.04866262,3.7692358,2.9000735,7.164245
engine_idling,-219.72774,163.32417,-39.034832,34.47868,-18.499071,28.348064,2.6962328,13.584133,17.39793,16.48859,12.309947,1.9896939,6.857112,4.7119546,11.898672,7.979904,-0.21949998,3.3415475,2.152344,7.308022
engine_idling,-219.61522,162.25655,-39.94058,34.078384,-18.65714,27.464205,3.200042,14.1833515,17.502987,17.06188,12.581083,2.370636,7.1828833,4.7690983,12.160385,7.9774313,-0.2953738,3.2443125,1.7740004,7.0509863
engine_idling,-218.27386,161.56,-40.23069,34.092247,-19.52629,28.005033,3.1548686,14.43045,17.278032,17.636305,11.941736,2.2811067,7.160389,4.9412904,12.7588005,8.37432,-0.7070896,3.0168412,1.8176298,7.30076
engine_idling,-216.59842,162.32054,-39.452286,34.557747,-19.49467,28.55333,2.7884328,13.90263,16.905285,17.430115,11.62419,1.6254237,6.1599126,4.611245,12.380715,8.096375,-0.15370265,3.0625992,2.2746825,7.840297
engine_idling,-216.24747,163.26112,-38.297424,34.536915,-18.797241,28.298944,2.7687895,13.961225,16.920403,17.049873,11.442492,1.1903796,5.4853616,4.3447657,11.997425,7.9820333,0.25060606,3.5082014,2.8951962,7.8626633
